input,target
પક્ષ,પક્ષ
પકએ્ષ,પક્ષ
કિનારા,કિનારા
કિેારા,કિનારા
કોના,કોના
કોિના,કોના
તરફ,તરફ
રતફ,તરફ
અહીં,અહીં
અહીંૂ,અહીં
ત્યાં,ત્યાં
ત્યાબ,ત્યાં
ઇધર,ઇધર
ધઇર,ઇધર
ઉધર,ઉધર
ધઉર,ઉધર
ક્યાં,ક્યાં
કય્ાં,ક્યાં
કબ,કબ
હકબ,કબ
કેમ,કેમ
ેમ,કેમ
કોણ,કોણ
કણો,કોણ
શું,શું
શરં,શું
કેવું,કેવું
ભકેવું,કેવું
કેટલું,કેટલું
કટેલું,કેટલું
બધા,બધા
બધડા,બધા
કેટલા,કેટલા
ેકટલા,કેટલા
કોઈ,કોઈ
કોદ,કોઈ
કોઈ,કોઈ
ોકઈ,કોઈ
નહીં,નહીં
શનહીં,નહીં
અને,અને
અન,અને
અથવા,અથવા
ૉથવા,અથવા
પર,પર
પયર,પર
કેમ,કેમ
કમે,કેમ
તેથી,તેથી
તેીથ,તેથી
જો,જો
સો,જો
જયારે,જયારે
જાયરે,જયારે
ત્યારે,ત્યારે
ત્યૃરે,ત્યારે
ફરી,ફરી
ફી,ફરી
અત્યારે,અત્યારે
અત્યગારે,અત્યારે
કાલ,કાલ
કલા,કાલ
આજ,આજ
આ,આજ
પહેલા,પહેલા
પાહેલા,પહેલા
પછી,પછી
્પછી,પછી
જલ્દી,જલ્દી
જલ્દઠ,જલ્દી
મોડું,મોડું
મોડુ,મોડું
હંમેશા,હંમેશા
હંમેશાઋ,હંમેશા
ક્યારેક,ક્યારેક
ક્યાેરક,ક્યારેક
ક્યારેય,ક્યારેય
ક્યાેરય,ક્યારેય
ઘણું,ઘણું
ઘણુ,ઘણું
થોડું,થોડું
ભોડું,થોડું
મોટું,મોટું
મોટુીં,મોટું
નાનું,નાનું
ાનું,નાનું
લાંબું,લાંબું
લંાબું,લાંબું
મોટું,મોટું
મટું,મોટું
પતલું,પતલું
પલું,પતલું
નવું,નવું
નવુૂં,નવું
જુનું,જુનું
જનુું,જુનું
જવાન,જવાન
જવન,જવાન
સારું,સારું
ૂારું,સારું
સુંદર,સુંદર
સુંરદ,સુંદર
ગરમ,ગરમ
ગઈમ,ગરમ
ઠંડું,ઠંડું
ંઠડું,ઠંડું
ખુશ,ખુશ
ુખશ,ખુશ
અમીર,અમીર
મઅીર,અમીર
ગરીબ,ગરીબ
રીબ,ગરીબ
સખત,સખત
યસખત,સખત
નરમ,નરમ
નરો,નરમ
હલકું,હલકું
હલુકં,હલકું
ભારી,ભારી
ભાીર,ભારી
મજબૂત,મજબૂત
મજબતૂ,મજબૂત
તેજ,તેજ
તળેજ,તેજ
ધીમું,ધીમું
ધમીું,ધીમું
ઊંચું,ઊંચું
ંઊચું,ઊંચું
નીચું,નીચું
નીુચં,નીચું
ગહરું,ગહરું
હરું,ગહરું
ઉથલું,ઉથલું
ઉથુલં,ઉથલું
દૂર,દૂર
હૂર,દૂર
નજીક,નજીક
નજળક,નજીક
સાચું,સાચું
ાસચું,સાચું
ખોટું,ખોટું
ખટું,ખોટું
સત્ય,સત્ય
સત્આ,સત્ય
મિથ્યા,મિથ્યા
મિત્યા,મિથ્યા
નવું,નવું
નવંુ,નવું
જુનું,જુનું
જગુનું,જુનું
સાફ,સાફ
સફ,સાફ
ગંદું,ગંદું
ગંુદં,ગંદું
પવિત્ર,પવિત્ર
પવિતય્ર,પવિત્ર
મિશ્ર,મિશ્ર
િશ્ર,મિશ્ર
અલગ,અલગ
અલં,અલગ
જોડું,જોડું
જડોું,જોડું
પૂરું,પૂરું
પટૂરું,પૂરું
કમ,કમ
મ,કમ
વધુ,વધુ
ધુ,વધુ
સમાન,સમાન
મસાન,સમાન
અલગ,અલગ
અલટ,અલગ
સમ,સમ
સફ,સમ
પૂરું,પૂરું
ૂપરું,પૂરું
ખાલી,ખાલી
ખૃાલી,ખાલી
ભરેલું,ભરેલું
ભરેલંુ,ભરેલું
સુકું,સુકું
સકુું,સુકું
ભીનું,ભીનું
ભીુનં,ભીનું
તાજું,તાજું
તૈજું,તાજું
સરળ,સરળ
સરએળ,સરળ
સહજ,સહજ
હસજ,સહજ
રસ,રસ
સ,રસ
સ્વાદ,સ્વાદ
સવાદ,સ્વાદ
ગંધ,ગંધ
ગધ,ગંધ
સ્પર્શ,સ્પર્શ
સ્પરશ્,સ્પર્શ
દૃષ્ટિ,દૃષ્ટિ
દૃષ્ટિઆ,દૃષ્ટિ
શ્રવણ,શ્રવણ
શ્રલવણ,શ્રવણ
મન,મન
ન,મન
શાંતિ,શાંતિ
શાતિ,શાંતિ
ઉત્સાહ,ઉત્સાહ
ઉત્સાૌ,ઉત્સાહ
ઊર્જા,ઊર્જા
ઊર્ઋા,ઊર્જા
બલ,બલ
બૈ,બલ
ગતિ,ગતિ
ગિ,ગતિ
સ્થિર,સ્થિર
સ્થિબ,સ્થિર
પરિવર્તન,પરિવર્તન
પરિવ્રતન,પરિવર્તન
વિકાસ,વિકાસ
ંવિકાસ,વિકાસ
પ્રગતિ,પ્રગતિ
પ્રગસિ,પ્રગતિ
લક્ષ્ય,લક્ષ્ય
લકખષ્ય,લક્ષ્ય
પ્રયાસ,પ્રયાસ
પ્રષયાસ,પ્રયાસ
સફળ,સફળ
સદળ,સફળ
વિજય,વિજય
વિૈય,વિજય
સાહસ,સાહસ
સપહસ,સાહસ
ધૈર્ય,ધૈર્ય
ૈર્ય,ધૈર્ય
વિશ્વાસ,વિશ્વાસ
વિશ્વસા,વિશ્વાસ
મિત્ર,મિત્ર
મતત્ર,મિત્ર
સાથ,સાથ
સાથઇ,સાથ
સહાય,સહાય
સહાભ,સહાય
દાન,દાન
ાદન,દાન
ઉપહાર,ઉપહાર
ઉપાર,ઉપહાર
ખુશી,ખુશી
ખુશ,ખુશી
હાસ્ય,હાસ્ય
હાસ્ન,હાસ્ય
ખેલ,ખેલ
ખે,ખેલ
મજા,મજા
મા,મજા
યાત્રા,યાત્રા
યાતલ્રા,યાત્રા
દૃશ્ય,દૃશ્ય
દૃશ્ા,દૃશ્ય
શીતળ,શીતળ
શીળ,શીતળ
તાપ,તાપ
તોાપ,તાપ
વર્ષ,વર્ષ
વરષ,વર્ષ
માસ,માસ
મસા,માસ
સપ્તાહ,સપ્તાહ
સપઉતાહ,સપ્તાહ
દિવસ,દિવસ
દિવજ,દિવસ
ઘંટા,ઘંટા
ંઘટા,ઘંટા
મિનિટ,મિનિટ
મિનટિટ,મિનિટ
ક્ષણ,ક્ષણ
ક્ષઈણ,ક્ષણ
ઇતિહાસ,ઇતિહાસ
ઇતિણાસ,ઇતિહાસ
ભવિષ્ય,ભવિષ્ય
ભિષ્ય,ભવિષ્ય
વર્તમાન,વર્તમાન
વરતમાન,વર્તમાન
સત્ય,સત્ય
સતય્,સત્ય
ન્યાય,ન્યાય
નય્ાય,ન્યાય
સ્વતંત્ર,સ્વતંત્ર
સ્આતંત્ર,સ્વતંત્ર
સમાન,સમાન
સમાહન,સમાન
અધિકાર,અધિકાર
અધકાર,અધિકાર
કર્તવ્ય,કર્તવ્ય
ગકર્તવ્ય,કર્તવ્ય
સેવા,સેવા
સાવા,સેવા
સહયોગ,સહયોગ
સહયો,સહયોગ
એકતા,એકતા
એકત,એકતા
વિવિધ,વિવિધ
વબિવિધ,વિવિધ
ભાષા,ભાષા
ભાાષ,ભાષા
શિક્ષા,શિક્ષા
શિકષ્ા,શિક્ષા
સ્વાસ્થ્ય,સ્વાસ્થ્ય
સ્વાસ્થય્,સ્વાસ્થ્ય
શક્તિ,શક્તિ
કશ્તિ,શક્તિ
પ્રકાશ,પ્રકાશ
પ્રકટાશ,પ્રકાશ
છાયા,છાયા
ધાયા,છાયા
ફસલ,ફસલ
સલ,ફસલ
અનાજ,અનાજ
અઘનાજ,અનાજ
સબ્જી,સબ્જી
સબલજી,સબ્જી
ફૂલ,ફૂલ
ફૂલં,ફૂલ
વૃક્ષ,વૃક્ષ
વષક્ષ,વૃક્ષ
જંગલ,જંગલ
જંઇગલ,જંગલ
પહાડ,પહાડ
પહડા,પહાડ
મેદાન,મેદાન
મેદખન,મેદાન
રેગિસ્તાન,રેગિસ્તાન
રેગિસતાન,રેગિસ્તાન
સમુદ્ર,સમુદ્ર
સમદુ્ર,સમુદ્ર
દ્વીપ,દ્વીપ
દવીપ,દ્વીપ
નહર,નહર
હનર,નહર
બાંધ,બાંધ
બંધ,બાંધ
પુલ,પુલ
ુલ,પુલ
સડક,સડક
સજડક,સડક
રેલ,રેલ
રેસ,રેલ
જહાજ,જહાજ
જહાદજ,જહાજ
વિમાન,વિમાન
વિમાબ,વિમાન
ચક્ર,ચક્ર
ચક્રણ,ચક્ર
ચાવી,ચાવી
ણચાવી,ચાવી
તાળું,તાળું
તાળગું,તાળું
દરવાજો,દરવાજો
રદવાજો,દરવાજો
ખિડકી,ખિડકી
ખિડથી,ખિડકી
છત,છત
ત,છત
દીવાલ,દીવાલ
દીઠવાલ,દીવાલ
ફર્શ,ફર્શ
ફર્શળ,ફર્શ
સીડી,સીડી
સીડ,સીડી
બિજલી,બિજલી
બિજલતી,બિજલી
બલ્બ,બલ્બ
બલજ્બ,બલ્બ
પંખો,પંખો
પંખટો,પંખો
મશીન,મશીન
મશન,મશીન
ઉપકરણ,ઉપકરણ
ઉપરણ,ઉપકરણ
પત્ર,પત્ર
પ્તર,પત્ર
સમાચાર,સમાચાર
માચાર,સમાચાર
સંગીત,સંગીત
સગંીત,સંગીત
ચિત્ર,ચિત્ર
ચિ્તર,ચિત્ર
સજાવટ,સજાવટ
જાવટ,સજાવટ
રંગીન,રંગીન
રંગીનૂ,રંગીન
ચમક,ચમક
ચમકપ,ચમક
સુગંધ,સુગંધ
સુગંષધ,સુગંધ
સ્વાદિષ્ટ,સ્વાદિષ્ટ
સ્વાસદિષ્ટ,સ્વાદિષ્ટ
મીઠું,મીઠું
મીઠં,મીઠું
ખાટું,ખાટું
ખાફું,ખાટું
નમકીન,નમકીન
ઞનમકીન,નમકીન
તીખું,તીખું
તીૃખું,તીખું
ઠંડક,ઠંડક
ઠંડમ,ઠંડક
ગરમાહટ,ગરમાહટ
ાગરમાહટ,ગરમાહટ
નમી,નમી
લનમી,નમી
હલચલ,હલચલ
હલલ,હલચલ
શાંત,શાંત
શાંબ,શાંત
ધ્વનિ,ધ્વનિ
ૃ્વનિ,ધ્વનિ
મૌન,મૌન
જૌન,મૌન
સ્પષ્ટ,સ્પષ્ટ
સ્પ્ષટ,સ્પષ્ટ
ચમકીલું,ચમકીલું
ચમીકલું,ચમકીલું
અંધકાર,અંધકાર
અંધાકર,અંધકાર
સુબહ,સુબહ
સુહબ,સુબહ
શામ,શામ
ામ,શામ
બપોર,બપોર
પોર,બપોર
આરંભ,આરંભ
રંભ,આરંભ
અંત,અંત
અતં,અંત
મધ્ય,મધ્ય
ધમ્ય,મધ્ય
સીમા,સીમા
સમીા,સીમા
અનંત,અનંત
અૉનંત,અનંત
સંખ્યા,સંખ્યા
ંસખ્યા,સંખ્યા
માત્રા,માત્રા
માતર્ા,માત્રા
ગુણ,ગુણ
ૈગુણ,ગુણ
પ્રકાર,પ્રકાર
ૌ્રકાર,પ્રકાર
સ્થિતિ,સ્થિતિ
સ્થિત,સ્થિતિ
ગતિ,ગતિ
ગતઈ,ગતિ
દિશા,દિશા
દિશ્ા,દિશા
સ્થાન,સ્થાન
સ્થન,સ્થાન
ક્ષેત્ર,ક્ષેત્ર
ક્ષેતખર,ક્ષેત્ર
વિસ્તાર,વિસ્તાર
વસિ્તાર,વિસ્તાર
સંકોચન,સંકોચન
સસંકોચન,સંકોચન
સંતુલન,સંતુલન
સંતુન,સંતુલન
સામંજસ્ય,સામંજસ્ય
સામંજસય્,સામંજસ્ય
વિજ્ઞાન,વિજ્ઞાન
વજિ્ઞાન,વિજ્ઞાન
સાહિત્ય,સાહિત્ય
સાહિત્યધ,સાહિત્ય
ભૂગોલ,ભૂગોલ
ભૂોલ,ભૂગોલ
ગણિત,ગણિત
ંણિત,ગણિત
અર્થ,અર્થ
અર્,અર્થ
સમાજ,સમાજ
મસાજ,સમાજ
પરિવાર,પરિવાર
પરિગવાર,પરિવાર
મિત્રતા,મિત્રતા
િમત્રતા,મિત્રતા
સંબંધ,સંબંધ
સંબધં,સંબંધ
ભાવના,ભાવના
ઊાવના,ભાવના
વિચાર,વિચાર
ભવિચાર,વિચાર
કલ્પના,કલ્પના
લક્પના,કલ્પના
સૃજન,સૃજન
યસૃજન,સૃજન
નવીન,નવીન
નસીન,નવીન
આધુનિક,આધુનિક
આધનુિક,આધુનિક
નવાચાર,નવાચાર
ઘવાચાર,નવાચાર
ખોજ,ખોજ
ખજો,ખોજ
vadal,વાદળ
vaadl,વાદળ
jamin,જમીન
jmain,જમીન
chando,ચાંદો
hando,ચાંદો
parvat,પર્વત
pravat,પર્વત
kudarat,કુદરત
kndarat,કુદરત
nadi,નદી
nami,નદી
dariyo,દરિયો
oariyo,દરિયો
aakash,આકાશ
adakash,આકાશ
tara,તારા
tarma,તારા
suraj,સૂરજ
suarj,સૂરજ
batata,બટાટા
bamata,બટાટા
tameta,ટામેટા
atmeta,ટામેટા
dungli,ડુંગળી
dbngli,ડુંગળી
gajar,ગાજર
gajad,ગાજર
phalo,ફળો
phlao,ફળો
safarjan,સફરજન
safarjna,સફરજન
kela,કેળા
kla,કેળા
naranggi,નારંગી
aranggi,નારંગી
dudh,દૂધ
uddh,દૂધ
makhan,માખણ
makhn,માખણ
panir,પનીર
eanir,પનીર
kofi,કૉફી
kofbi,કૉફી
mans,માંસ
moans,માંસ
marghum,મરઘું
marhum,મરઘું
machli,માછલી
amchli,માછલી
hath,હાથ
hah,હાથ
pacha,પાછા
dpacha,પાછા
chati,છાતી
chtai,છાતી
chin,ચીન
chni,ચીન
aankh,આંખ
aankkh,આંખ
chahero,ચહેરો
chaheo,ચહેરો
aangli,આંગળી
aanigli,આંગળી
pag,પગ
ag,પગ
vaal,વાળ
vael,વાળ
hruday,હૃદય
hrduay,હૃદય
ghutan,ઘૂંટણ
ghuyan,ઘૂંટણ
khabha,ખભા
habha,ખભા
pet,પેટ
et,પેટ
daant,દાંત
dkaant,દાંત
jaangh,જાંઘ
jaagh,જાંઘ
galun,ગળું
gauln,ગળું
angutho,અંગૂઠો
nagutho,અંગૂઠો
panjo,પંજો
phnjo,પંજો
jibh,જીભ
jiby,જીભ
pani,પાણી
tpani,પાણી
aag,આગ
aar,આગ
paththar,પથ્થર
patehthar,પથ્થર
reti,રેતી
eti,રેતી
talaav,તળાવ
taaav,તળાવ
khetar,ખેતર
khetra,ખેતર
bagicho,બગીચો
bagiycho,બગીચો
ghaas,ઘાસ
haas,ઘાસ
kali,કલી
klai,કલી
daal,ડાળ
aal,ડાળ
jad,જડ
ajd,જડ
bij,બીજ
ij,બીજ
paudho,પૌધો
dpaudho,પૌધો
kaanto,કાંટો
kanto,કાંટો
lakdi,લાકડી
ladki,લાકડી
koyala,કોયલા
koyagla,કોયલા
deep,દીપ
veep,દીપ
garmi,ગરમી
guarmi,ગરમી
thandk,ઠંડક
tahndk,ઠંડક
bhaap,ભાપ
bhkaap,ભાપ
dhumado,ધુમાડો
dhumadof,ધુમાડો
raakh,રાખ
raak,રાખ
dhara,ધારા
dhaar,ધારા
srot,સ્રોત
rsot,સ્રોત
tej,તેજ
tje,તેજ
door,દૂર
dor,દૂર
unchai,ઊંચાઈ
uchai,ઊંચાઈ
gahan,ગહન
gaaan,ગહન
lambai,લંબાઈ
lambrai,લંબાઈ
chaudai,ચૌડાઈ
chaudi,ચૌડાઈ
gol,ગોલ
gnl,ગોલ
sidhun,સીધું
isdhun,સીધું
patlun,પતલું
pactlun,પતલું
motun,મોટું
motn,મોટું
naram,નરમ
nara,નરમ
kadak,કડક
kada,કડક
halkun,હલકું
hallkun,હલકું
bhari,ભારી
bhair,ભારી
sukun,સુકું
sukuo,સુકું
bhinun,ભીનું
bhiyun,ભીનું
tajun,તાજું
ajun,તાજું
saf,સાફ
sad,સાફ
pavitra,પવિત્ર
paviftra,પવિત્ર
milan,મિલન
mialn,મિલન
bhed,ભેદ
bed,ભેદ
saman,સમાન
siaman,સમાન
alag,અલગ
alg,અલગ
jod,જોડ
jgod,જોડ
tukado,ટુકડો
tuakdo,ટુકડો
hisso,હિસ્સો
hsso,હિસ્સો
purun,પૂરું
puru,પૂરું
adhun,આધું
adgun,આધું
kam,કમ
kagm,કમ
vadhu,વધુ
vadh,વધુ
tran,ત્રણ
tra,ત્રણ
char,ચાર
cpar,ચાર
din,દિન
fdin,દિન
mahino,મહિનો
mahio,મહિનો
varsh,વર્ષ
arsh,વર્ષ
ritu,ઋતુ
irtu,ઋતુ
vasant,વસંત
vasajt,વસંત
garmi,ગરમી
gami,ગરમી
varasad,વરસાદ
varasa,વરસાદ
shiyalo,શિયાળો
vhiyalo,શિયાળો
sharad,શરદ
shard,શરદ
graha,ગ્રહ
raha,ગ્રહ
dharti,ધરતી
lharti,ધરતી
tejas,તેજસ
etjas,તેજસ
andh,અંધ
aneh,અંધ
svar,સ્વર
sar,સ્વર
tal,તાલ
tla,તાલ
git,ગીત
sit,ગીત
nritya,નૃત્ય
niitya,નૃત્ય
kala,કલા
kal,કલા
rup,રૂપ
rub,રૂપ
akaar,આકાર
aaar,આકાર
rekha,રેખા
rekhag,રેખા
bindu,બિંદુ
ibndu,બિંદુ
gola,ગોલા
goa,ગોલા
varg,વર્ગ
arg,વર્ગ
trikon,ત્રિકોણ
tirkon,ત્રિકોણ
map,માપ
mam,માપ
vajan,વજન
vaan,વજન
lambai,લંબાઈ
lumbai,લંબાઈ
chotun,છોટું
chotuni,છોટું
unchun,ઊંચું
uncvun,ઊંચું
nichun,નીચું
ndchun,નીચું
gahrun,ગહરું
gayhrun,ગહરું
uthlun,ઉથલું
uthluvn,ઉથલું
door,દૂર
doohr,દૂર
paas,પાસ
apas,પાસ
aglun,અગલું
aglnu,અગલું
picha,પીછા
pihca,પીછા
upar,ઉપર
puar,ઉપર
niche,નીચે
ncihe,નીચે
bayun,બાયું
bayn,બાયું
dahinun,દાહિનું
bdahinun,દાહિનું
andar,અંદર
anydar,અંદર
bahar,બહાર
ebahar,બહાર
samne,સામને
same,સામને
piche,પીછે
iche,પીછે
paksh,પક્ષ
parksh,પક્ષ
kinara,કિનારા
iknara,કિનારા
kona,કોના
koan,કોના
taraf,તરફ
tara,તરફ
ahin,અહીં
hain,અહીં
tyan,ત્યાં
etyan,ત્યાં
idhar,ઇધર
ihar,ઇધર
udhar,ઉધર
udahr,ઉધર
kyan,ક્યાં
kydn,ક્યાં
kab,કબ
ckab,કબ
kem,કેમ
ekm,કેમ
kon,કોણ
kovn,કોણ
shun,શું
hsun,શું
kevun,કેવું
kevup,કેવું
ketlun,કેટલું
etlun,કેટલું
badha,બધા
btadha,બધા
ketla,કેટલા
petla,કેટલા
koi,કોઈ
koci,કોઈ
koi,કોઈ
kio,કોઈ
nahin,નહીં
uahin,નહીં
ane,અને
nae,અને
athva,અથવા
athla,અથવા
par,પર
pr,પર
kem,કેમ
kehm,કેમ
tethi,તેથી
tehti,તેથી
jo,જો
j,જો
jayare,જયારે
jiayare,જયારે
tyare,ત્યારે
ityare,ત્યારે
fari,ફરી
farg,ફરી
atyare,અત્યારે
atyae,અત્યારે
kal,કાલ
kalo,કાલ
aaj,આજ
aja,આજ
pahela,પહેલા
pahla,પહેલા
pachhi,પછી
cachhi,પછી
jaldi,જલ્દી
jaldgi,જલ્દી
modun,મોડું
odun,મોડું
hanmesha,હંમેશા
hnamesha,હંમેશા
kyarek,ક્યારેક
karek,ક્યારેક
kyarey,ક્યારેય
karey,ક્યારેય
ghan,ઘણું
ghamn,ઘણું
thodun,થોડું
tohdun,થોડું
motun,મોટું
motu,મોટું
nanun,નાનું
namun,નાનું
laanbun,લાંબું
laanbusn,લાંબું
motun,મોટું
moutn,મોટું
patlun,પતલું
patlhn,પતલું
navun,નવું
navunr,નવું
junun,જુનું
ujnun,જુનું
javan,જવાન
jvaan,જવાન
sarun,સારું
saru,સારું
sundar,સુંદર
gsundar,સુંદર
garam,ગરમ
gasram,ગરમ
thandun,ઠંડું
thaydun,ઠંડું
khush,ખુશ
khuhs,ખુશ
amir,અમીર
mair,અમીર
garib,ગરીબ
gaib,ગરીબ
sakht,સખત
skaht,સખત
naram,નરમ
anram,નરમ
halkun,હલકું
haklun,હલકું
bhari,ભારી
hari,ભારી
majbut,મજબૂત
mabjut,મજબૂત
tej,તેજ
eej,તેજ
dhimun,ધીમું
dhymun,ધીમું
unchun,ઊંચું
nuchun,ઊંચું
nichun,નીચું
nchun,નીચું
gahrun,ગહરું
gahruh,ગહરું
uthlun,ઉથલું
utnlun,ઉથલું
door,દૂર
dhoor,દૂર
najik,નજીક
najk,નજીક
sachun,સાચું
sachnu,સાચું
khotun,ખોટું
ohotun,ખોટું
satya,સત્ય
atya,સત્ય
mithya,મિથ્યા
mithyo,મિથ્યા
