input,target
திஅை,திசை
இங்கே,இங்கே
இஙக்ே,இங்கே
அங்கே,அங்கே
ேஅங்கே,அங்கே
இங்கு,இங்கு
இங்க,இங்கு
அங்கு,அங்கு
ஞங்கு,அங்கு
எங்கே,எங்கே
எஙக்ே,எங்கே
எப்போது,எப்போது
எப்அோது,எப்போது
ஏன்,ஏன்
ஏன்ழ,ஏன்
யார்,யார்
யா்,யார்
என்ன,என்ன
என்ின,என்ன
எப்படி,எப்படி
எபபடி,எப்படி
எவ்வளவு,எவ்வளவு
வஎ்வளவு,எவ்வளவு
எல்லாம்,எல்லாம்
எல்லனம்,எல்லாம்
சில,சில
சிஅல,சில
யாரேனும்,யாரேனும்
யாரேனுன்,யாரேனும்
யாரும்,யாரும்
யாுரம்,யாரும்
இல்லை,இல்லை
இ்லை,இல்லை
மற்றும்,மற்றும்
மற்று்ம,மற்றும்
அல்லது,அல்லது
அ்லலது,அல்லது
ஆனால்,ஆனால்
ஆனாண்,ஆனால்
ஏன்,ஏன்
ஏனஓ்,ஏன்
ஆகையால்,ஆகையால்
ஆகைால்,ஆகையால்
அங்கு,அங்கு
அங்ுு,அங்கு
என்றால்,என்றால்
என்றா்ல,என்றால்
எப்போது,எப்போது
எப்பது,எப்போது
அப்போது,அப்போது
அப்போுத,அப்போது
மீண்டும்,மீண்டும்
மண்டும்,மீண்டும்
இப்போது,இப்போது
இப்ப்து,இப்போது
நாளை,நாளை
ௌாளை,நாளை
இன்று,இன்று
இள்று,இன்று
முன்பு,முன்பு
ுன்பு,முன்பு
பின்பு,பின்பு
பகின்பு,பின்பு
விரைவில்,விரைவில்
விரைவிலஏ்,விரைவில்
தாமதம்,தாமதம்
தாமதம,தாமதம்
எப்போதும்,எப்போதும்
எப்போது்ம,எப்போதும்
சிலசமயம்,சிலசமயம்
சலிசமயம்,சிலசமயம்
ஒருபோதும்,ஒருபோதும்
ருபோதும்,ஒருபோதும்
அதிகம்,அதிகம்
அதிகம்ட,அதிகம்
சிறிது,சிறிது
சறிது,சிறிது
பெரிய,பெரிய
ெபரிய,பெரிய
சிறிய,சிறிய
ிறிய,சிறிய
நீண்ட,நீண்ட
நணீ்ட,நீண்ட
தடிமன்,தடிமன்
தடிம்ன,தடிமன்
மெல்லிய,மெல்லிய
மெல்லிு,மெல்லிய
புதிய,புதிய
புதயி,புதிய
பழைய,பழைய
பழை,பழைய
இளமை,இளமை
இமளை,இளமை
நல்ல,நல்ல
நலல,நல்ல
அழகு,அழகு
அழுக,அழகு
வெப்ப,வெப்ப
வெ்ப,வெப்ப
குளிர்,குளிர்
ுகளிர்,குளிர்
மகிழ்ச்சி,மகிழ்ச்சி
மகிர்ச்சி,மகிழ்ச்சி
செல்வந்தர்,செல்வந்தர்
செல்வஎ்தர்,செல்வந்தர்
ஏழை,ஏழை
ஏஊழை,ஏழை
கடின,கடின
கடி,கடின
மென்மை,மென்மை
மென்ம,மென்மை
இலேசான,இலேசான
லேசான,இலேசான
கனமான,கனமான
கனமனா,கனமான
வலிமை,வலிமை
வலிமவ,வலிமை
வேக,வேக
ேவக,வேக
மெதுவான,மெதுவான
மெதுவா,மெதுவான
உயர்,உயர்
உரய்,உயர்
தாழ்,தாழ்
தாழ்ய,தாழ்
ஆழ,ஆழ
ழஆ,ஆழ
ஆழமற்ற,ஆழமற்ற
ஆழயற்ற,ஆழமற்ற
தொலை,தொலை
தொைல,தொலை
அருகு,அருகு
அருு,அருகு
சரி,சரி
சி,சரி
தவறு,தவறு
தறவு,தவறு
உண்மை,உண்மை
உண்ைமை,உண்மை
பொய்,பொய்
பொ்ய,பொய்
புது,புது
புத,புது
பழ,பழ
ழ,பழ
சுத்த,சுத்த
ுசத்த,சுத்த
அழுக்கு,அழுக்கு
அழுக்கமு,அழுக்கு
தூய,தூய
ூதய,தூய
கலந்த,கலந்த
கலயந்த,கலந்த
தனி,தனி
வனி,தனி
இணைந்த,இணைந்த
இணயந்த,இணைந்த
முழுமை,முழுமை
முழேமை,முழுமை
குறை,குறை
குறாை,குறை
அதிக,அதிக
அதெிக,அதிக
சம,சம
சமஒ,சம
வேறு,வேறு
வளேறு,வேறு
ஒரே,ஒரே
ஒௌரே,ஒரே
நிரம்பிய,நிரம்பிய
நிரம்பி,நிரம்பிய
வெற்று,வெற்று
வெற்ஙறு,வெற்று
நிரம்பிய,நிரம்பிய
நிரம்ிபய,நிரம்பிய
உலர,உலர
உஇர,உலர
ஈர,ஈர
நஈர,ஈர
புது,புது
புதுா,புது
சரள,சரள
சரய,சரள
எளிய,எளிய
எளயி,எளிய
ரச,ரச
ச,ரச
சுவை,சுவை
ுவை,சுவை
மணம்,மணம்
ழணம்,மணம்
தொடு,தொடு
தொஎடு,தொடு
பார்வை,பார்வை
பா்ரவை,பார்வை
கேள்வி,கேள்வி
கேள்ைவி,கேள்வி
மனம்,மனம்
மனமோ்,மனம்
அமைதி,அமைதி
அமைீதி,அமைதி
உற்சாகம்,உற்சாகம்
உற்சாமக்,உற்சாகம்
ஊர்ச்சக்தி,ஊர்ச்சக்தி
ஊர்ச்ச்தி,ஊர்ச்சக்தி
வலிமை,வலிமை
வலிம,வலிமை
இயக்கம்,இயக்கம்
இயக்எம்,இயக்கம்
நிலையான,நிலையான
நிலயைான,நிலையான
மாற்றம்,மாற்றம்
மாற்ற்ம,மாற்றம்
வளர்ச்சி,வளர்ச்சி
வளர்சௌசி,வளர்ச்சி
முன்னேற்றம்,முன்னேற்றம்
முன்ுனேற்றம்,முன்னேற்றம்
இலக்கு,இலக்கு
இலககு,இலக்கு
முயற்சி,முயற்சி
முறய்சி,முயற்சி
வெற்றி,வெற்றி
வெறன்றி,வெற்றி
வெற்றி,வெற்றி
வெறறி,வெற்றி
தைரியம்,தைரியம்
தைியம்,தைரியம்
பொறுமை,பொறுமை
பொருமை,பொறுமை
நம்பிக்கை,நம்பிக்கை
நம்பிக்கி,நம்பிக்கை
நண்பர்,நண்பர்
ண்பர்,நண்பர்
தோழன்,தோழன்
தோழ்,தோழன்
உதவி,உதவி
உதிவ,உதவி
பரிசு,பரிசு
பரிு,பரிசு
பரிசு,பரிசு
பரிுச,பரிசு
மகிழ்ச்சி,மகிழ்ச்சி
மஓகிழ்ச்சி,மகிழ்ச்சி
புன்னகை,புன்னகை
புனனகை,புன்னகை
சிரிப்பு,சிரிப்பு
சிரி்பு,சிரிப்பு
விளையாட்டு,விளையாட்டு
விளையாடணடு,விளையாட்டு
வேடிக்கை,வேடிக்கை
வேடிக்ணை,வேடிக்கை
விடுமுறை,விடுமுறை
விடுமவறை,விடுமுறை
பயணம்,பயணம்
பயேம்,பயணம்
உலாவல்,உலாவல்
லாவல்,உலாவல்
காட்சி,காட்சி
கா்சி,காட்சி
அழகு,அழகு
அழகுஈ,அழகு
குளிர்,குளிர்
களிர்,குளிர்
வெப்பம்,வெப்பம்
வெ்பபம்,வெப்பம்
ஆண்டு,ஆண்டு
ளண்டு,ஆண்டு
மாதம்,மாதம்
மீதம்,மாதம்
வாரம்,வாரம்
வாம்,வாரம்
நாள்,நாள்
நாள்ம,நாள்
மணி,மணி
ஆணி,மணி
நிமிடம்,நிமிடம்
நிமிடோ்,நிமிடம்
கணம்,கணம்
ழகணம்,கணம்
வரலாறு,வரலாறு
வரலகறு,வரலாறு
எதிர்காலம்,எதிர்காலம்
எதிர்ாகலம்,எதிர்காலம்
நிகழ்காலம்,நிகழ்காலம்
ிகழ்காலம்,நிகழ்காலம்
உண்மை,உண்மை
உண்தை,உண்மை
நீதி,நீதி
நீதோி,நீதி
சுதந்திரம்,சுதந்திரம்
சுதந்திரமஆ்,சுதந்திரம்
சமம்,சமம்
சம்,சமம்
உரிமை,உரிமை
ௌரிமை,உரிமை
கடமை,கடமை
கடமைஏ,கடமை
சேவை,சேவை
சேவ,சேவை
ஒத்துழைப்பு,ஒத்துழைப்பு
ஒத்துழை்பபு,ஒத்துழைப்பு
ஒற்றுமை,ஒற்றுமை
ஒற்றுமஉ,ஒற்றுமை
வேறுபாடு,வேறுபாடு
வேுறபாடு,வேறுபாடு
பண்பாடு,பண்பாடு
பஙண்பாடு,பண்பாடு
மொழி,மொழி
மொி,மொழி
கல்வி,கல்வி
கௌல்வி,கல்வி
ஆரோக்கியம்,ஆரோக்கியம்
ஆரோக்கிய்,ஆரோக்கியம்
சக்தி,சக்தி
சிக்தி,சக்தி
வெளிச்சம்,வெளிச்சம்
வெளிச்ச்ம,வெளிச்சம்
நிழல்,நிழல்
நிலழ்,நிழல்
செடி,செடி
சஓெடி,செடி
பயிர்,பயிர்
பயிற்,பயிர்
தானியம்,தானியம்
தாியம்,தானியம்
காய்கறி,காய்கறி
காயகறி,காய்கறி
மலர்,மலர்
மலர்ெ,மலர்
மரம்,மரம்
மர்,மரம்
காடு,காடு
ாடு,காடு
மலை,மலை
மநலை,மலை
சமவெளி,சமவெளி
சமவதளி,சமவெளி
பாலைவனம்,பாலைவனம்
பாலைவமன்,பாலைவனம்
கடல்,கடல்
கடலர,கடல்
தீவு,தீவு
தவீு,தீவு
கால்வாய்,கால்வாய்
டகால்வாய்,கால்வாய்
அணை,அணை
அணே,அணை
பாலம்,பாலம்
ெபாலம்,பாலம்
சாலை,சாலை
சாழலை,சாலை
இரயில்,இரயில்
இரயில்ஈ,இரயில்
கப்பல்,கப்பல்
கப்ப்ல,கப்பல்
விமானம்,விமானம்
விாமனம்,விமானம்
சக்கரம்,சக்கரம்
சக்கம்,சக்கரம்
சாவி,சாவி
சாிவ,சாவி
பூட்டு,பூட்டு
ூபட்டு,பூட்டு
கதவு,கதவு
கவது,கதவு
சன்னல்,சன்னல்
சனன்ல்,சன்னல்
கூரை,கூரை
இூரை,கூரை
சுவர்,சுவர்
சுவோ்,சுவர்
தரை,தரை
தரொ,தரை
படி,படி
படிச,படி
மின்சாரம்,மின்சாரம்
மின்னாரம்,மின்சாரம்
பல்பு,பல்பு
பல்அபு,பல்பு
மின்விசிறி,மின்விசிறி
மின்விசிறிஎ,மின்விசிறி
இயந்திரம்,இயந்திரம்
இயந்திமர்,இயந்திரம்
கருவி,கருவி
கலருவி,கருவி
கடிதம்,கடிதம்
கடிதோ்,கடிதம்
செய்தி,செய்தி
ெசய்தி,செய்தி
இசை,இசை
இை,இசை
படம்,படம்
பட்,படம்
அலங்காரம்,அலங்காரம்
அலங்கார்ம,அலங்காரம்
வண்ணம்,வண்ணம்
பவண்ணம்,வண்ணம்
பிரகாசம்,பிரகாசம்
பிகாசம்,பிரகாசம்
மணம்,மணம்
ணணம்,மணம்
சுவை,சுவை
ுசவை,சுவை
இனிப்பு,இனிப்பு
இனிப்ப,இனிப்பு
புளிப்பு,புளிப்பு
புளிப்பது,புளிப்பு
உப்பு,உப்பு
உப்ு,உப்பு
காரம்,காரம்
காரமர,காரம்
குளிர்ச்சி,குளிர்ச்சி
குளிர்சச்ி,குளிர்ச்சி
வெப்பம்,வெப்பம்
வபெ்பம்,வெப்பம்
ஈரப்பு,ஈரப்பு
ஈரப்ுப,ஈரப்பு
உலர்த்தல்,உலர்த்தல்
உலர்த்ல்,உலர்த்தல்
இயக்கம்,இயக்கம்
இயக்ம்,இயக்கம்
அமைதி,அமைதி
மைதி,அமைதி
ஒலி,ஒலி
ஒைி,ஒலி
மௌனம்,மௌனம்
ஓௌனம்,மௌனம்
தெளிவு,தெளிவு
தெளிஉு,தெளிவு
பிரகாசம்,பிரகாசம்
பிரகாச்ம,பிரகாசம்
இருள்,இருள்
இரு்,இருள்
காலை,காலை
கலாை,காலை
மாலை,மாலை
மாலவ,மாலை
மதியம்,மதியம்
மௌியம்,மதியம்
தொடக்கம்,தொடக்கம்
தடொக்கம்,தொடக்கம்
முடிவு,முடிவு
ுமடிவு,முடிவு
நடு,நடு
நடக,நடு
எல்லை,எல்லை
எல்ைல,எல்லை
அனந்தம்,அனந்தம்
அனநதம்,அனந்தம்
எண்,எண்
எஅண்,எண்
அளவு,அளவு
ுளவு,அளவு
தரம்,தரம்
தரம்வ,தரம்
வகை,வகை
வஏகை,வகை
வடிவம்,வடிவம்
டிவம்,வடிவம்
நிலை,நிலை
நலிை,நிலை
வேகம்,வேகம்
வேகமொ,வேகம்
திசை,திசை
திஎசை,திசை
இடம்,இடம்
இமட்,இடம்
பகுதி,பகுதி
கபுதி,பகுதி
விரிவு,விரிவு
வஓிரிவு,விரிவு
சுருக்கம்,சுருக்கம்
சருக்கம்,சுருக்கம்
சமநிலை,சமநிலை
மசநிலை,சமநிலை
இசைவு,இசைவு
இசைஇவு,இசைவு
அறிவியல்,அறிவியல்
ஒறிவியல்,அறிவியல்
இலக்கியம்,இலக்கியம்
ஓலக்கியம்,இலக்கியம்
புவியியல்,புவியியல்
புவியடயல்,புவியியல்
கணிதம்,கணிதம்
கிதம்,கணிதம்
பொருளாதாரம்,பொருளாதாரம்
பொருளாதார்ம,பொருளாதாரம்
சமூகம்,சமூகம்
சூகம்,சமூகம்
குடும்பம்,குடும்பம்
கடும்பம்,குடும்பம்
நட்பு,நட்பு
ந்டபு,நட்பு
உறவு,உறவு
உறுவ,உறவு
உணர்வு,உணர்வு
உர்வு,உணர்வு
சிந்தனை,சிந்தனை
சிந்தைன,சிந்தனை
கற்பனை,கற்பனை
கற்ேனை,கற்பனை
உருவாக்கம்,உருவாக்கம்
உருவாக்ஓகம்,உருவாக்கம்
புதுமை,புதுமை
ுதுமை,புதுமை
நவீன,நவீன
நீவன,நவீன
பாரம்பரியம்,பாரம்பரியம்
பாரம்பரியமட,பாரம்பரியம்
புதியதகவல்,புதியதகவல்
புதியதகநல்,புதியதகவல்
கண்டுபிடிப்பு,கண்டுபிடிப்பு
கண்டுபடிப்பு,கண்டுபிடிப்பு
aru,ஆறு
yaru,ஆறு
neer,நீர்
ner,நீர்
katru,காற்று
atru,காற்று
megam,மேகம்
meganm,மேகம்
sandiran,சந்திரன்
ksandiran,சந்திரன்
natchattiram,நட்சத்திரம்
nathattiram,நட்சத்திரம்
ilai,இலை
ilaij,இலை
malar,மலர்
mlaar,மலர்
palam,பழம்
paalm,பழம்
kodi,கொடி
knodi,கொடி
eri,ஏரி
eai,ஏரி
kulam,குளம்
kuam,குளம்
kadal,கடல்
ckadal,கடல்
malai,மலை
mallai,மலை
pathai,பாதை
hathai,பாதை
vali,வழி
valki,வழி
vayil,வாயில்
vayig,வாயில்
palam,பாலம்
alam,பாலம்
alai,அலை
ablai,அலை
manal,மணல்
mzanal,மணல்
kal,கல்
kla,கல்
man,மண்
mna,மண்
thusi,தூசி
thsi,தூசி
kathir,கதிர்
kithir,கதிர்
oli,ஒளி
olu,ஒளி
nambikkai,நம்பிக்கை
nambikkaiu,நம்பிக்கை
sugam,சுகம்
suga,சுகம்
anantham,ஆனந்தம்
anntham,ஆனந்தம்
anbu,அன்பு
abnu,அன்பு
kalam,காலம்
kalad,காலம்
iravu,இரவு
dravu,இரவு
vidiyal,விடியல்
vidiycal,விடியல்
arivu,அறிவு
jrivu,அறிவு
gnanam,ஞானம்
guanam,ஞானம்
vidayam,விடயம்
vidyaam,விடயம்
vaan,வான்
avan,வான்
mazhai,மழை
mdzhai,மழை
suriyan,சூரியன்
suriygn,சூரியன்
niram,நிறம்
nirma,நிறம்
pachchai,பச்சை
pacachai,பச்சை
neelam,நீலம்
enelam,நீலம்
manjal,மஞ்சள்
manjalz,மஞ்சள்
vellai,வெள்ளை
vella,வெள்ளை
karuppu,கருப்பு
karupp,கருப்பு
panthu,பந்து
pantuh,பந்து
thuni,துணி
thucni,துணி
putthagam,புத்தகம்
puttahgam,புத்தகம்
pena,பேனா
ipena,பேனா
kagitham,காகிதம்
kagitzam,காகிதம்
nizhal,நிழல்
niztal,நிழல்
veyil,வெயில்
evyil,வெயில்
utru,ஊற்று
uoru,ஊற்று
odai,ஓடை
oduai,ஓடை
kinaru,கிணறு
knaru,கிணறு
pallam,பள்ளம்
psllam,பள்ளம்
vayal,வயல்
vayael,வயல்
thottam,தோட்டம்
htottam,தோட்டம்
kadu,காடு
kabdu,காடு
pul,புல்
ul,புல்
mottu,மொட்டு
mott,மொட்டு
kilai,கிளை
pkilai,கிளை
ver,வேர்
vaer,வேர்
vithai,விதை
vithia,விதை
sedi,செடி
sei,செடி
mul,முள்
uml,முள்
maram,மரம்
maam,மரம்
nilakkari,நிலக்கரி
nilakakri,நிலக்கரி
vilakku,விளக்கு
ivlakku,விளக்கு
veppam,வெப்பம்
vppam,வெப்பம்
kulir,குளிர்
kuvlir,குளிர்
avi,ஆவி
av,ஆவி
pugai,புகை
ugai,புகை
sambal,சாம்பல்
sambaul,சாம்பல்
odam,ஓடம்
okdam,ஓடம்
mulam,மூலம்
muklam,மூலம்
vegam,வேகம்
veam,வேகம்
tholaivu,தொலைவு
tohlaivu,தொலைவு
uyaram,உயரம்
uyara,உயரம்
alam,ஆழம்
laam,ஆழம்
nilam,நீளம்
nilma,நீளம்
akalam,அகலம்
kalam,அகலம்
vattam,வட்டம்
vattanm,வட்டம்
nerkodu,நேர்கோடு
nernodu,நேர்கோடு
valaivu,வளைவு
valaiuv,வளைவு
melliya,மெல்லிய
mmelliya,மெல்லிய
tadiman,தடிமன்
tadimna,தடிமன்
menmai,மென்மை
denmai,மென்மை
kadinam,கடினம்
kdinam,கடினம்
ilesu,இலேசு
ielsu,இலேசு
kanam,கனம்
knaam,கனம்
ularntha,உலர்ந்த
ularnthd,உலர்ந்த
iram,ஈரம்
irasm,ஈரம்
puthiya,புதிய
uputhiya,புதிய
suttham,சுத்தம்
sduttham,சுத்தம்
thuymai,தூய்மை
thumai,தூய்மை
kalavai,கலவை
kalvaai,கலவை
verupadu,வேறுபாடு
verupau,வேறுபாடு
ore,ஒரே
ocre,ஒரே
thani,தனி
thayni,தனி
inaipu,இணைப்பு
iniapu,இணைப்பு
thundu,துண்டு
thunud,துண்டு
paguthi,பகுதி
pgauthi,பகுதி
mulu,முழு
muu,முழு
arai,அரை
rai,அரை
kuraivu,குறைவு
kuraimvu,குறைவு
athigam,அதிகம்
athigamo,அதிகம்
munru,மூன்று
unru,மூன்று
nanku,நான்கு
nkanku,நான்கு
naal,நாள்
ncaal,நாள்
matham,மாதம்
mathdam,மாதம்
aandu,ஆண்டு
aandku,ஆண்டு
kalam,காலம்
kaalm,காலம்
vasantham,வசந்தம்
vasintham,வசந்தம்
kodai,கோடை
kydai,கோடை
mazhaikalam,மழைக்காலம்
mahzaikalam,மழைக்காலம்
kulirkalam,குளிர்காலம்
kulirkaeam,குளிர்காலம்
ilaiyuthir,இலையுதிர்
hilaiyuthir,இலையுதிர்
kiragam,கிரகம்
ksiragam,கிரகம்
bumi,பூமி
bui,பூமி
olirvu,ஒளிர்வு
olrvu,ஒளிர்வு
irul,இருள்
ilrul,இருள்
suram,சுரம்
shram,சுரம்
thalam,தாளம்
thalum,தாளம்
padal,பாடல்
padals,பாடல்
nadanam,நடனம்
nadanzm,நடனம்
kalai,கலை
kaai,கலை
vadivam,வடிவம்
vsadivam,வடிவம்
uruvam,உருவம்
urvam,உருவம்
kodu,கோடு
kedu,கோடு
pulli,புள்ளி
puli,புள்ளி
vattam,வட்டம்
uvattam,வட்டம்
sathuram,சதுரம்
sathurma,சதுரம்
mukkonam,முக்கோணம்
vukkonam,முக்கோணம்
alavu,அளவு
auavu,அளவு
edai,எடை
ehai,எடை
alavu,அளவு
laavu,அளவு
nilam,நீளம்
anilam,நீளம்
kurugiya,குறுகிய
kuruggiya,குறுகிய
uyaram,உயரம்
uyaam,உயரம்
thalvu,தாழ்வு
halvu,தாழ்வு
alam,ஆழம்
almm,ஆழம்
alamattra,ஆழமற்ற
alaiattra,ஆழமற்ற
tholaivu,தொலைவு
tolaivu,தொலைவு
arugil,அருகில்
arugnl,அருகில்
aduttha,அடுத்த
auttha,அடுத்த
pinnal,பின்னால்
pnnal,பின்னால்
mel,மேல்
