input,target
सुहमन,सुमन
तारा,तारा
गृह,गृह
बचहन,बचन
समाजह,समाज
सुमार्ग,सुमार्ग
किल्ला,किल्ला
आषा,आशा
सगून,सगुन
मन,मन
अपा,अपार
अर्पण,अर्पण
समीर,समीर
सफहल,सफल
महह,मह
दल,दलान
वृक्,वृक्ष
दलान,दलान
अपूरव,अपुर्ब
आदहर्श,आदर्श
रमा,रमा
पोष,पोषण
करुणा,करुणा
अपहार,अपार
अटल,अटल
सत्,सत्य
सक,सकल
लोचन,लोचन
मुहार,मुहार
पत्रिका,पत्रिका
काब्य,काब्य
मायालू,मायालु
विज्ञान,विज्ञान
जहाहज,जहाज
सुविधा,सुविधा
चिराग,चिराग
थाली,थाली
आमूल,आमूल
शिर,शिर
प्रेम,प्रेम
महिमा्,महिमा
उमंग,उमंग
दलानह,दलान
पृथ्वी,पृथ्वी
साधन,साधना
मिठास,मिठास
नमुनाह,नमुना
साझा,साझा
जाती,जाती
लेखक,लेखक
चेतन,चेतन
तरे,तरेली
लहहर,लहर
रजत,रजत
मखन,मखन
प्रबल,प्रबल
ज्ञान,ज्ञान
आवास,आवास
गोरेटोह,गोरेटो
युवा,युवा
सूमन,सुमन
सहा,सहारा
गौरव्,गौरव
असल,असल
डबली,डबली
चक्र,चक्र
सिमानाह,सिमाना
लता,लता
मुहानह,मुहान
चिरा,चिराग
सचेत,सचेत
समता,समता
महिमा,महिमा
लाल,लाली
विनम्र,विनम्र
अमर,अमर
सु,सुख
पन्ना,पन्ना
सारथी,सारथी
सादाह,सादा
बचत,बचत
उत्तम,उत्तम
जोर,जोर
तबळा,तबला
नजिर,नजिर
सुख,सुख
हवेली,हवेली
जीवन,जीवन
पाइ,पाइला
कवी,कवि
प्रखर,प्रखर
जगात,जगत्
साझा,साझा
नयनह,नयन
निपुहण,निपुण
प्रयास,प्रयास
कदम,कदम
अरून,अरुण
ईनाम,इनाम
सवल,सवल
मोह,मोहर
तलैयाह,तलैया
बहाहल,बहाल
छाताह,छाता
नमुना,नमुना
जोहर,जोर
असल,असल
साझा,साझा
उषा,उषा
तिर्सन,तिर्सना
नगहर,नगर
ममताह,ममता
सुहरज,सुरज
थल,थलो
लोचन,लोचन
थुँगो्,थुँगो
तराजु,तराजु
शैळी,शैली
सिरान,सिरानी
चाहना,चाहना
नजीर,नजिर
निगम,निगम
निग्म,निगम
सौग,सौगात
झलकह,झलक
मंगल,मंगल
गृह,गृह
अटल,अटल
बगल,बगल
करुणा,करुणा
लाभ,लाभ
उदार,उदार
पिपल,पिपल
साद,सादा
यन्त्र्,यन्त्र
जराहयो,जरायो
मोती,मोती
साथी,साथी
अनु,अनुज
प्रभा,प्रभाव
आदर,आदर
हवेल,हवेली
ऊर्जा,ऊर्जा
भरो,भरोसा
उत्तम,उत्तम
गोरस,गोरस
थलो,थलो
निवास्,निवास
कवि,कवि
तल,तलैया
निगम,निगम
ज्योती,ज्योति
सा,सागर
जा,जागृति
शुहभ,शुभ
जल,जल
जीवन,जीवन
निसाना,निसाना
सन्ध्,सन्ध्या
तोराण,तोरण
कि,किरण
अतिथि,अतिथी
विधानह,विधान
कुस,कुसुम
निर्दोष,निर्दोष
विकास,विकास
मु,मुरली
सिर्जना,सिर्जना
सजग्,सजग
सकल्,सकल
कृपा,कृपा
शान्ति,शान्ति
लह,लहर
सहार,सहारा
चर,चरण
अतुल,अतुल
सघण,सघन
मुर,मुरली
युगाल,युगल
सतह,सतह
समूह,समूह
योगह,योग
पुस्तक,पुस्तक
तिरसना,तिर्सना
भूगो,भूगोल
खजाना,खजाना
सखा,सखा
ढोका,ढोका
कोइलीह,कोइली
आलोक,आलोक
धैर्य,धैर्य
भु,भुवन
मञ्जरी,मञ्जरी
गोचर,गोचर
सकल,सकल
चिरायु,चिरायु
मगन,मगन
दर्शन्,दर्शन
किनाराह,किनारा
साहथी,साथी
झरणा,झरना
सुन,सुन
महल,महल
ममता,ममता
आंगण,आँगन
थुँ,थुँगो
दर्पं,दर्पण
उन्,उन्नती
गमला,गमला
आंचलह,आँचल
अरहुण,अरुण
बचट,बचत
यन्त्र,यन्त्र
कोपिलाह,कोपिला
उदार,उदार
प्रगती,प्रगति
सघन,सघन
गृह,गृह
विद्या,विद्या
मैना,मैना
जुरेली,जुरेली
सदन,सदन
शान्टि,शान्ति
उदय,उदय
निकट,निकट
प्रणहय,प्रणय
आशा,आशा
सक्षमह,सक्षम
योग,योग
सुरक्षा,सुरक्षा
जात,जाती
सुख,सुख
माणिक,माणिक
मिसिळ,मिसिल
पृथ्वी,पृथ्वी
गहना,गहना
चमक,चमक
नि,निसाना
ऊर्जाह,ऊर्जा
सफा,सफा
सखा,सखा
काब्य,काब्य
आसनह,आसन
समीप,समीप
नयहन,नयन
गौरवह,गौरव
शयन,शयन
कला,कला
रिवाज,रिवाज
तरल,तरल
रसिक,रसिक
छिमेकीह,छिमेकी
चित्,चित्र
अनुज्,अनुज
कण्ठ्,कण्ठ
निपुणह,निपुण
कामना,कामना
मौलिक,मौलिक
चाहन,चाहना
निर्मल,निर्मल
आसहन,आसन
लेखक,लेखक
चक्र,चक्र
परेली,परेली
कीर्ती,कीर्ति
लोचण,लोचन
तराहजु,तराजु
रोचक,रोचक
अख्शर,अक्षर
अतिथ,अतिथी
संगम,संगम
निवासह,निवास
छाय,छायाँ
सफल,सफल
विधान,विधान
प्रणय,प्रणय
गोरेटो,गोरेटो
कीर्ति,कीर्ति
नमुणा,नमुना
सटीक,सटीक
मन,मन
गुराँस,गुराँस
परेहली,परेली
समता,समता
आशा,आशा
रौनक,रौनक
जल्,जल
ज्ञान,ज्ञान
विशाळ,विशाल
आसन,आसन
रश्मि,रश्मि
रश्मि,रश्मि
मीत,मीत
शान्ह्ति,शान्ति
थैली,थैली
बगैँचा,बगैँचा
चराण,चरण
पत्र,पत्रिका
कामना,कामना
दियालो,दियालो
सघन,सघन
रमण,रमण
पन्ना,पन्ना
सुगन्ध,सुगन्ध
चेत,चेतन
आँग,आँगन
मुरहली,मुरली
मिसील,मिसिल
सु,सुनौलो
सदन,सदन
छवी,छवि
रोहिणीह,रोहिणी
सागर,सागर
मदत,मदत
बहा,बहाल
मधु,मधु
कुसुम,कुसुम
सिर्जना,सिर्जना
मंगल,मंगल
कविता,कविता
दिल,दिल
चित्रह,चित्र
नजहिर,नजिर
पोखरी,पोखरी
यात्री,यात्री
संयोगह,संयोग
मधु,मधु
मिस,मिसिल
बग,बगान
निकट्,निकट
बालाह,बाला
लांकुरी,लाँकुरी
वि,विविध
मुना,मुना
आश,आशा
सप,सपना
नियम,नियम
पुस्तकह,पुस्तक
सुवर्ण,सुवर्ण
सुहविधा,सुविधा
पाइला,पाइला
असल,असल
मौरी्,मौरी
आमूल,आमूल
विपु,विपुल
मणी,मणि
इनाम,इनाम
बचान,बचन
योग,योग
अटलाह,अटल
रचना्,रचना
मिठास्,मिठास
अग,अगुवा
निस,निसाना
अफूर्व,अपुर्ब
प्रगति,प्रगति
नहर,नहर
सगोल,सगोल
गोरेहटो,गोरेटो
मुहार,मुहार
ज्योति्,ज्योति
क्षमता,क्षमता
प्रणय,प्रणय
गाथा,गाथा
सफेद,सफेद
फटिक,फटिक
सिम्रिकह,सिम्रिक
सिप,सिप
रजात,रजत
चेहरा,चेहरा
अजर,अजर
कुञ्,कुञ्ज
रवि,रवि
से,सेवा
कीर्ति,कीर्ति
सिमाना,सिमाना
अमार,अमर
ना,नाका
कोईली,कोइली
आर्जण,आर्जन
रुप,रुपक
सेवा,सेवा
परे,परेवा
मकल,मकल
सुन्,सुन
कोपिला,कोपिला
कोइहली,कोइली
अर,अरुण
प्रीहति,प्रीति
पत्रि,पत्रिका
लाँकु,लाँकुरी
कला,कला
संयोोग,संयोग
लटा,लता
सं,संयोग
सतह,सतह
साहदा,सादा
अप्रूर्व,अपुर्ब
शिर,शिर
साझा,साझा
कामनाह,कामना
विकासह,विकास
मानहव,मानव
सपना,सपना
थै,थैली
यात्,यात्री
भूमिकाह,भूमिका
योग,योग
सगोलह,सगोल
सुरज,सुरज
माला,माला
रमा,रमा
गोचर,गोचर
ममताह,ममता
चा,चाँदनी
चमक,चमक
मयूरह,मयूर
छवि,छवि
जमीन,जमिन
पुष्प्,पुष्प
बि,बिगुल
नजिऱ,नजिर
पत्रिक,पत्रिका
अमला,अमल
निगम,निगम
कण्ठ,कण्ठ
मुहान्,मुहान
काब्य,काब्य
अग्रज,अग्रज
अमल,अमल
रत्न्,रत्न
आमूल,आमूल
चकह्र,चक्र
लाँक,लाँकुरी
साँध,साँध
कविताह,कविता
आयाम,आयाम
परेवा,परेवा
विनय,विनय
तलैया,तलैया
अनन्त,अनन्त
झरना,झरना
अग्रज्,अग्रज
लताह,लता
शुभ,शुभ
सफल,सफल
दिवस,दिवस
कलम,कलम
भूमिहका,भूमिका
चरण,चरण
माली,माली
अजाय,अजय
कुञ्ज,कुञ्ज
अतिथी,अतिथी
निगम्,निगम
उत्तम,उत्तम
महल,महल
सुयोग,सुयोग
बर,बर
द्रव्य,द्रव्य
क्षमटा,क्षमता
दिलह,दिल
चेतन,चेतन
सक्षम,सक्षम
रमाह,रमा
लाँकुरी्,लाँकुरी
आद्र,आदर
मौस्म,मौसम
चे,चेहरा
सुहन,सुन
विजहय,विजय
परेली्,परेली
सा,साकार
सुम,सुमन
जमुहना,जमुना
जोर,जोर
झलाक,झलक
खनिजह,खनिज
आंगन,आँगन
प्रज्ञाह,प्रज्ञा
ज्ञा,ज्ञान
उषा,उषा
तारा,तारा
तलैया,तलैया
फटिकह,फटिक
रेसम,रेसम
करुणा,करुणा
बगल,बगल
सन्ध्या,सन्ध्या
भूगोलह,भूगोल
बगान्,बगान
न्याय,न्याय
आसन,आसन
सूरज,सुरज
सिर्जना,सिर्जना
गोरस्,गोरस
सखा,सखा
नेतार,नेत्र
मुहार,मुहार
सिन्धु,सिन्धु
प्रकृति,प्रकृति
सकाल,सकल
सूख,सुख
शि,शिशिर
विज्ञान,विज्ञान
सिप,सिप
डाली्,डाली
द्रव्य,द्रव्य
सादा,सादा
सेवा,सेवा
कुंज,कुञ्ज
छहाहरी,छहारी
विनय,विनय
खजाना,खजाना
बहाल,बहाल
समी,समीर
विधान,विधान
छायाँ,छायाँ
मधु,मधु
धैर्य,धैर्य
धनेश्,धनेश
पिपहल,पिपल
अतीथी,अतिथी
सुरज,सुरज
द्रव्य,द्रव्य
चन्,चन्द्र
सिर्,सिर्जना
विकास,विकास
नेत्र,नेत्र
अजर,अजर
गौ,गौरव
सु,सुलभ
निर्मल,निर्मल
मं,मंगल
सुरक्षा,सुरक्षा
चरण्,चरण
सुन्द,सुन्दर
ज्ञाना,ज्ञान
पृथ्वी,पृथ्वी
कुसुम,कुसुम
साइइत,साइत
सवल,सवल
डाँफेह,डाँफे
कुञ्ज्,कुञ्ज
सुन्दरह,सुन्दर
प्रणय्,प्रणय
पृथ्वीह,पृथ्वी
वि,विशाल
बार,बर
दिवस्,दिवस
सन्ध्या,सन्ध्या
छहारीह,छहारी
द्रव्य,द्रव्य
नर्म,नरम
साधना,साधना
तलै,तलैया
नभ्,नभ
प्रकाशह,प्रकाश
सिमान,सिमाना
आर्जन्,आर्जन
घुम्ती,घुम्ती
मधू,मधु
संगाम,संगम
धान,धन
सग,सगुन
लहणा,लहना
चित्र,चित्र
लेख,लेखक
मुहान,मुहान
अरुं,अरुण
कवि,कवि
सुनौलो,सुनौलो
सारथी,सारथी
मधहु,मधु
कपूर,कपुर
दोभा,दोभान
आशा,आशा
साझा,साझा
लालीह,लाली
मह,महल
सिमल,सिमल
महल,महल
किनारा,किनारा
गाजाल,गाजल
मानवह,मानव
अखण्ड,अखण्ड
जगत,जगत्
परेल,परेली
दिवा,दिवा
दीक्षा,दीक्षा
कद,कदर
जाती,जाती
नेत्र,नेत्र
डाँफ,डाँफे
तरेल,तरेली
डांफे,डाँफे
माळा,माला
आयाम,आयाम
जोर,जोर
विनय,विनय
करुणा,करुणा
कदर,कदर
कला,कला
अर्पण,अर्पण
रसिहक,रसिक
फटिक,फटिक
रश्मि,रश्मि
सुध,सुधार
तराजू,तराजु
चिरायु,चिरायु
अजर,अजर
थुँगो,थुँगो
बगान,बगान
रो,रोहिणी
समू,समूह
विधा,विधान
धनेश,धनेश
खनिज,खनिज
न्या,न्याय
प्रयास,प्रयास
छाता्,छाता
सन्ध्या,सन्ध्या
ताल,ताली
कुशलह,कुशल
हरिण,हरिण
अतिथी,अतिथी
प्रभाव,प्रभाव
लेखक्,लेखक
संग्म,संगम
जुनेळी,जुनेली
डाँफे,डाँफे
कपिल,कपिल
सिरानी,सिरानी
शान्ति,शान्ति
रत्,रत्न
एकता,एकता
तराजु,तराजु
मानाव,मानव
शुभ्,शुभ
काब्य,काब्य
लता,लता
नमन,नमन
अग्रहज,अग्रज
पौवा,पौवा
दर्श,दर्शन
मानव,मानव
मौरी,मौरी
उषा,उषा
काब्य्,काब्य
शुभ,शुभ
तराजु,तराजु
आस्था,आस्था
विधान्,विधान
अम,अमर
मु,मुहान
गाथा,गाथा
कीर्ती,कीर्ति
सुद,सुदिन
जी,जीवन
माय,मायालु
नेत्र,नेत्र
मानव,मानव
मग,मगन
मल्म,मलम
नगर,नगर
गौरव,गौरव
कमल,कमल
मयूर्,मयूर
लता,लता
युगहल,युगल
सरल,सरल
अथाह,अथाह
जमिन,जमिन
जमुना,जमुना
साखह,साख
सुवि,सुविधा
प्रीति,प्रीति
प्रबल,प्रबल
परे,परेली
मौसम,मौसम
मौलिक्,मौलिक
अनन्त,अनन्त
मञ्जरी,मञ्जरी
लाभ,लाभ
धैर्य,धैर्य
पिपाल,पिपल
अभय,अभय
बहाल,बहाल
बचन,बचन
उन्नती,उन्नती
माल,माली
अजय,अजय
मुहान,मुहान
बिरुहवा,बिरुवा
विनय,विनय
सुमार्ग,सुमार्ग
विजय,विजय
असल,असल
कपुर,कपुर
मखन,मखन
सग,सगोल
सतय,सत्य
तरेली,तरेली
अथाह,अथाह
सादआ,सादा
सतह,सतह
मनीषा,मनीषा
प्रब्ल,प्रबल
परेवा,परेवा
मान,मन
एकता,एकता
सम,समीप
ज्योति,ज्योति
मोती,मोती
केसार,केशर
लगन,लगन
मुन,मुना
के,केशर
जगत्,जगत्
साथीई,साथी
चाँद,चाँदनी
गृ,गृह
कविता,कविता
भवन,भवन
रवि,रवि
सिहमल,सिमल
जीवन,जीवन
सुयोग,सुयोग
कदर्,कदर
तक्मा,तक्मा
सम,समीर
जनता,जनता
गमला,गमला
गौँथली्,गौँथली
जरायो,जरायो
चि,चित्र
रोचक,रोचक
आदार,आदर
साधना,साधना
आका,आकाश
सम,समता
ऊर्जा,ऊर्जा
पत्रिका,पत्रिका
सफहेद,सफेद
सुविधा,सुविधा
मसळा,मसला
कदर,कदर
नि,निगम
उमंग,उमंग
दर्पणह,दर्पण
पोषहण,पोषण
हरिण,हरिण
कुश्ल,कुशल
जागृ,जागृति
नमहन,नमन
वृक्ष्,वृक्ष
सुयोग,सुयोग
आंगहन,आँगन
साहस,साहस
छायाँ,छायाँ
आँ,आँचल
अजर,अजर
बगल,बगल
तोरण,तोरण
न्याय,न्याय
विपहुल,विपुल
बग्ल,बगल
पोख,पोखरी
जुही,जुही
अनूज,अनुज
किनारा,किनारा
नराम,नरम
शान्,शान
वृक्ष,वृक्ष
निकास,निकास
सन्दुक,सन्दुक
जरायो,जरायो
छायाँ्,छायाँ
निकाहस,निकास
आर्ज,आर्जन
सन्ध्या,सन्ध्या
सचेत,सचेत
केशर,केशर
जरायो्,जरायो
मदन,मदन
हार्द,हार्दिक
आर्जन,आर्जन
जाती,जाती
छिम,छिमेकी
पाइला,पाइला
विनम्र,विनम्र
प्रेम,प्रेम
कुसूम,कुसुम
थैलीह,थैली
अपुर्ब्,अपुर्ब
चरण,चरण
खनिज्,खनिज
पुष्प,पुष्प
अघ्रज,अग्रज
सगोल,सगोल
दोभान,दोभान
रसिक,रसिक
मुलुक,मुलुक
रत्न,रत्न
आकाहश,आकाश
सफल,सफल
तरेलीह,तरेली
मुनाल,मुनाल
निगहम,निगम
थैली,थैली
मायाहलु,मायालु
मयूर,मयूर
चौतारीह,चौतारी
यात्री,यात्री
नाका,नाका
मोती,मोती
दीप,दीप
साहधना,साधना
असलह,असल
विज,विजय
अतिथी्,अतिथी
बगानह,बगान
मिलन,मिलन
रचनाह,रचना
प्रब,प्रबल
यात्री,यात्री
लवण,लवण
आयाम,आयाम
प्रभाव,प्रभाव
समीर,समीर
साख,साख
गगन,गगन
भूमिका,भूमिका
अखंड,अखण्ड
जुरेलीह,जुरेली
कलम,कलम
अमलह,अमल
प्रदीप,प्रदीप
लक्ष,लक्ष
योग,योग
रेखा,रेखा
मकहल,मकल
पर,परेवा
विपूल,विपुल
सुन,सुन
गुरांस,गुराँस
पवहन,पवन
डाली,डाली
उन्नटि,उन्नती
सत्यह,सत्य
वृक्षह,वृक्ष
रुपक,रुपक
थलो्,थलो
निय्म,नियम
मकल,मकल
सफे,सफेद
पौवा्,पौवा
निर्माण,निर्माण
गोर,गोरस
छहारीह,छहारी
किनारा,किनारा
बिरुवाह,बिरुवा
घु,घुम्ती
अमल्,अमल
थलो,थलो
निर्माण्,निर्माण
दीक्षा,दीक्षा
प्रबल,प्रबल
अमर,अमर
मुनालह,मुनाल
ताली,ताली
विशाल,विशाल
गोरस,गोरस
सघन,सघन
कोपिला,कोपिला
जोर्,जोर
दिल,दिल
ममता,ममता
एकताह,एकता
थैली,थैली
थुँगोह,थुँगो
अनान्त,अनन्त
जमिन,जमिन
निवास,निवास
ताली,ताली
इनाहम,इनाम
पोखरी,पोखरी
कदमह,कदम
मलम,मलम
आस्था,आस्था
तराजु्,तराजु
जुनेली्,जुनेली
तोरण,तोरण
सुगन्धह,सुगन्ध
जगतह,जगत्
द्रव्य,द्रव्य
पुस्तक,पुस्तक
आस्थाह,आस्था
सत्य,सत्य
रौनक,रौनक
मसला,मसला
सुयोग,सुयोग
ममता,ममता
सुख,सुख
गा,गाथा
डालीह,डाली
नरम,नरम
अभहय,अभय
विवेक,विवेक
सजग,सजग
थुँगो,थुँगो
सदान,सदन
सहारा,सहारा
भूगोळ,भूगोल
बगैँच,बगैँचा
शिशिर,शिशिर
पवनह,पवन
हाहर्दिक,हार्दिक
सटीक,सटीक
रेसहम,रेसम
बिरुव,बिरुवा
विधाण,विधान
यात्री,यात्री
पवित्र,पवित्र
था,थाली
विपुलह,विपुल
फटीक,फटिक
सेवा,सेवा
अभाय,अभय
दिल्,दिल
तप,तपन
सक्षम,सक्षम
भवन,भवन
सीम्रिक,सिम्रिक
मालाह,माला
सुमार्,सुमार्ग
सुलभ,सुलभ
सन्दुक,सन्दुक
वि,विजय
चिरागह,चिराग
रसीक,रसिक
आदर,आदर
रमण,रमण
अफार,अपार
सगोल,सगोल
जहल,जल
गुराँस,गुराँस
युगल,युगल
मायालु,मायालु
विशाल्,विशाल
पवन,पवन
प्रज्ञा,प्रज्ञा
परेव,परेवा
नक्षत्र,नक्षत्र
चाहनाह,चाहना
जल,जल
दर्पण,दर्पण
सरल,सरल
अनुझ,अनुज
दीप,दीप
बगल,बगल
सुगन्ध,सुगन्ध
नहार,नहर
सघन्,सघन
युगल,युगल
थुँग,थुँगो
रस,रसिक
जमुना,जमुना
सुमुख,सुमुख
तलैया,तलैया
तेज,तेज
अगुवा,अगुवा
खानी,खानी
लक्ष,लक्ष
कि,किनारा
चौतारी,चौतारी
आंच्ल,आँचल
सफल,सफल
लगण,लगन
हरित,हरित
उदार,उदार
माळी,माली
अमरह,अमर
चन्द्र्,चन्द्र
समूह,समूह
रम,रमा
कवि,कवि
आंचाल,आँचल
चांदनी,चाँदनी
शयन,शयन
नजिर,नजिर
गोरहस,गोरस
कृ,कृपा
भवन्,भवन
पवण,पवन
अमल,अमल
घुम्ती,घुम्ती
विनयह,विनय
कला,कला
एकताह,एकता
सुदिनह,सुदिन
लाभ,लाभ
कला्,कला
अपुर्बा,अपुर्ब
मि,मीत
मुहार,मुहार
सु,सुमुख
सफल,सफल
आकाश,आकाश
सुलभ,सुलभ
चाँदीह,चाँदी
समय,समय
आसन,आसन
आँगन,आँगन
गृह,गृह
उषा,उषा
सिप,सिप
चांदनी,चाँदनी
अभय्,अभय
पठन,पठन
कवि्,कवि
सुशील्,सुशील
आकाहर,आकार
सतहह,सतह
सक्ष,सक्षम
मञ्जरी्,मञ्जरी
विनम्,विनम्र
अथुल,अतुल
चरण,चरण
सक्षम,सक्षम
अम्ल,अमल
मौस,मौसम
कपुर,कपुर
माली,माली
रमं,रमण
भरोस,भरोसा
किल्ला,किल्ला
सिरानी,सिरानी
इनामा,इनाम
सरल्,सरल
ऊर्जा,ऊर्जा
सगून,सगुन
सुहनौलो,सुनौलो
अमर,अमर
सुनौलो,सुनौलो
साकारह,साकार
आवा,आवास
मीत,मीत
निवास,निवास
सुनौलो,सुनौलो
सुनौल,सुनौलो
मिलन,मिलन
साक्षी,साक्षी
करुणा,करुणा
शिक्षाह,शिक्षा
कवि,कवि
तबला,तबला
सवल्,सवल
तक्म,तक्मा
पवित्र,पवित्र
बटुवा्,बटुवा
मखहन,मखन
सिन्धु,सिन्धु
आदर,आदर
नगर,नगर
मंगलह,मंगल
साख,साख
अतुल,अतुल
गम,गमला
वि,विपुल
मालीह,माली
दर्पण,दर्पण
रचणा,रचना
हार्दिक,हार्दिक
वृक्ष,वृक्ष
शान,शान
बाला,बाला
रिवाज,रिवाज
सादा,सादा
साखआ,साख
नमुना,नमुना
सुवर्ण,सुवर्ण
आदर्श,आदर्श
कदार,कदर
सटिक्,सटीक
सिमल,सिमल
भुवनह,भुवन
समय,समय
पुष्प,पुष्प
तलैया,तलैया
सुमुख,सुमुख
मधुह,मधु
डबली,डबली
रजत,रजत
विजाय,विजय
रमहण,रमण
शालीन,शालीन
किल्लाह,किल्ला
पाइल,पाइला
सादा,सादा
भरोसा,भरोसा
कोइल,कोइली
निर्मलह,निर्मल
सदन,सदन
निका,निकास
दियाळो,दियालो
अजहर,अजर
प्रखर,प्रखर
डाली,डाली
मुहाहर,मुहार
मायालुह,मायालु
अति,अतिथी
सा,साहस
शयान,शयन
पवन,पवन
मनीषा,मनीषा
दीप,दीप
उदार,उदार
मुह,मुहान
पाइलाह,पाइला
चमेली,चमेली
मह,मह
चेतनह,चेतन
प्रकाश,प्रकाश
रोचक,रोचक
मनीषाह,मनीषा
दिवा,दिवा
कपहिल,कपिल
विन,विनम्र
सुरक्षाह,सुरक्षा
बचत,बचत
सुरज,सुरज
समूउह,समूह
तरेळी,तरेली
सूदिन,सुदिन
रिवाज,रिवाज
को,कोइली
सुशील,सुशील
गोचर,गोचर
सादा,सादा
आमुल,आमूल
चमेली,चमेली
सपना,सपना
मक्ल,मकल
लाली,लाली
साधाना,साधना
ति,तिर्सना
सत्य,सत्य
जोर,जोर
लहना,लहना
विकास,विकास
जल,जल
मदहन,मदन
आदर्श,आदर्श
प्रबल्,प्रबल
भूगोल,भूगोल
नयन,नयन
चिरायू,चिरायु
सुन,सुन
थैलीह,थैली
चक्,चक्र
नजिर,नजिर
लहर,लहर
फू,फूल
सुरजह,सुरज
युगल,युगल
प्रगति,प्रगति
आस्था,आस्था
रजत,रजत
रोचहक,रोचक
जमुनाह,जमुना
