input,target
aba,আবার
রোশ,রোশ
kokhon,কখন
bijoy,বিজয়
pruono,পুরনো
durbol,দুর্বল
wdan,দান
shrobol,শ্রবণ
poribar,পরিবার
dupur,দুপুর
লম্বা,লম্বা
যাত্রা,যাত্রা
thadnok,ঠান্ডক
আলেদা,আলাদা
দৃকশ্য,দৃশ্য
kolom,কলম
না,না
দরিদ্র,দরিদ্র
kachakachi,কাছাকাছি
shompurno,সম্পূর্ণ
কেন,কেন
uthosle,উথলে
shokal,সকাল
shompporko,সম্পর্ক
অন্ধকার,অন্ধকার
dibosh,দিবস
shcstho,স্বাস্থ্য
গাঋ,গাছ
স্বাদিষ্ট,স্বাদিষ্ট
ঋতু,ঋতু
holud,হলুদ
edyal,দেয়াল
চিঠি,চিঠি
shro,স্বর
janalah,জানালা
misho,মিশ্র
দুর্বল,দুর্বল
onmi,নমি
sthyir,স্থির
পিছনে,পিছনে
gkal,কাল
নম,নরম
odhikar,অধিকার
কখনো,কখনো
খুশ,খুশি
কন্তু,কিন্তু
আনন্দ,আনন্দ
iati,মাটি
স্বাস্থ্য,স্বাস্থ্য
জঙ্গল,জঙ্গল
নীচে,নীচে
koyla,কয়লা
alada,আলাদা
সেবা,সেবা
াছয়া,ছায়া
nmorom,নরম
সন্তুলন,সন্তুলন
রুমাল,রুমাল
sposhto,স্পষ্ট
মৌঝ,মাঝ
mejhe,মেঝে
গান,গান
প্রকার,প্রকার
উঁুচ,উঁচু
মিনিট,মিনিট
মিশ্র,মিশ্র
shomaj,সমাজ
nhoor,নহর
boshoato,বসন্ত
যখন,যখন
মাপ,মাপ
dpuur,দুপুর
durbil,দুর্বল
েখত,খেত
পকষ্,পক্ষ
লমগ্বাই,লম্বাই
সহযোগঅ,সহযোগ
bayu,বায়ু
সাহস,সাহস
mitrota,মিত্রতা
ত,কত
borsha,বর্ষা
morubhaumi,মরুভূমি
স্রোতপ,স্রোত
ghash,ঘাস
ছাদ,ছাদ
ছবিপ,ছবি
taa,তারা
eshahajo,সাহায্য
পবিত্র,পবিত্র
shobji,সবজি
সরঞ্জঢাম,সরঞ্জাম
জ়ড,জড়
ba,বা
shor,স্বর
kr,কী
puoaton,পুরাতন
ক্ষেতর্,ক্ষেত্র
kortobygo,কর্তব্য
purno,পূর্ণ
diwp,দ্বীপ
তারা,তারা
poroborti,পরবর্তী
বর্গ,বর্গ
লম্বাই,লম্বাই
jahaj,জাহাজ
dan,দান
উপবন,উপবন
সামচে,সামনে
groho,গ্রহ
সমুদ্র,সমুদ্র
সম্জস্য,সমঞ্জস্য
nofin,নবীন
krion,কিরণ
অন্ধার,অন্ধকার
সাজসজ্জা,সাজসজ্জা
গমর,গরম
দ্বীপ,দ্বীপ
bochhor,বছর
ekhfane,এখানে
ডক়া,কড়া
gonti,গতি
শক্তি,শক্তি
নতুন,নতুন
গোল,গোল
সড়েক,সড়ক
রউশ,রোশ
সুনদর,সুন্দর
sporsho,স্পর্শ
খাল,খালি
nohor,নহর
নমিঁ,নমি
ojon,ওজন
সঠি়,সঠিক
hrog,হ্রদ
িচ,নিচ
পরে,পরে
mabh,মাস
disha,দিশা
sthir,স্থির
সিঁড়ি,সিঁড়ি
oek,অনেক
মিষটি,মিষ্টি
halka,হালকা
bidya,বিদ্যা
utshah,উত্সাহ
shnato,শান্ত
োছট,ছোট
কর্তব্য,কর্তব্য
buhap,ভাপ
নীল,নীল
াথর,পাথর
onek,অনেক
দ্বীি,দ্বীপ
সকাল,সকাল
shoronjam,সরঞ্জাম
on,কোণ
bshwash,বিশ্বাস
আকছর,আকার
goomahot,গরমাহট
দুপঝর,দুপুর
কে,কে
ইতিহাস,ইতিহাস
sho,সব
noonta,নোনতা
jodi,যদি
bistar,বিস্তার
dojra,দরজা
নোংরা,নোংরা
যদি,যদি
দক,দিক
dhup,ধুপ
bibdiho,বিবিধ
odhikr,অধিকার
ik,দিক
chithi,চিঠি
shtol,শীতল
কিনারা,কিনারা
ভিতর,ভিতর
tshanda,ঠান্ডা
shda,স্বাদ
ধারা,ধারা
পাতা,পাতা
তেজ,তেজ
তূজস,তেজস
biddyut,বিদ্যুৎ
sojoa,সোজা
bhed,ভেদ
াল,ডাল
খৌেলা,খেলা
shorot,শরৎ
shiksha,শিক্ষা
shamanno,সামান্য
তা,তাপ
জড়,জড়
shadhin,স্বাধীন
dhoyau,ধোয়া
ৃংশ,অংশ
da,ডান
প়াতলা,পাতলা
িছ,পিছ
গভীর,গভীর
rosh,রস
phol,ফল
nonota,নোনতা
chirhi,চিঠি
goti,গতি
dhoya,ধোয়া
ভবিষ্যত,ভবিষ্যত
উত্সাহ,উত্সাহ
ফল,ফসল
mati,মাটি
এজল,জল
onagsho,অংশ
সম্েূর্ণ,সম্পূর্ণ
বইরে,বাইরে
বায়চু,বায়ু
টুকরৃো,টুকরো
হাস্ভ,হাস্য
orthb,অর্থ
যবালু,বালু
উপাহর,উপহার
চবছর,বছর
লকি,কলি
notrn,নতুন
prokar,প্রকার
tin,তিন
সংখ্ষযা,সংখ্যা
kinraa,কিনারা
dwar,দ্বার
tala,তালা
অধিকার,অধিকার
bhjgol,ভূগোল
pichhone,পিছনে
shoronjm,সরঞ্জাম
যি,যদি
বাম,বাম
গভর,গভীর
ভিতরহ,ভিতর
upobon,উপবন
nil,নীল
kohono,কখনো
ধনী,ধনী
যা্রা,যাত্রা
ৌাষা,ভাষা
patla,পাতলা
kohtay,কোথায়
brosha,বর্ষা
hsorok,সড়ক
সাজসজট্জা,সাজসজ্জা
অর্ধ,অর্ধ
কল্পনা,কল্পনা
goil,গোল
tejosh,তেজস
aar,আকার
বুদ্ধি,বুদ্ধি
শী্ঘর,শীঘ্র
স্বাধীন,স্বাধীন
সাগর,সাগর
মিলন,মিলন
dridro,দরিদ্র
usha,উষা
সথা,সাথ
poriar,পরিবার
basha,ভাষা
ঙর,রঙ
bandh,বাঁধ
রূপ,রূপ
milon,মিলন
bakire,বাইরে
band,বাঁধ
জাহা,জাহাজ
lombai,লম্বাই
suhokal,সকাল
উর্জা,উর্জা
থূপ,রূপ
majh,মাঝ
োনো,কোনো
াঁধ,বাঁধ
জল,জল
মেঘ,মেঘ
উপয,উপর
rekha,রেখা
সন্্যা,সন্ধ্যা
সঙ্গীত,সঙ্গীত
mitrtha,মিথ্যা
ortho,অর্থ
সমান,সমান
shefu,সেতু
াহাড়,পাহাড়
ohdik,ওদিক
kawl,কাল
chhad,ছাদ
তাাল,তালা
marg,মার্গ
নমি,নমি
nala,নালা
ুপল,পুল
jgr,জড়
্গরহ,গ্রহ
ৃাগর,সাগর
ওখানে,ওখানে
ণতিহাস,ইতিহাস
কিরড,কিরণ
কাগজ,কাগজ
ক,কে
আননদ্দ,আনন্দ
goal,গোলা
ভেদ,ভেদ
মাল,তাল
bhap,ভাপ
kachaoachi,কাছাকাছি
নীর,নীর
itihash,ইতিহাস
rat,রাত
নবীরকণ,নবীকরণ
ধুো,ধুলো
mtro,মিত্র
সফল,সফল
thadna,ঠান্ডা
gan,গান
rosh,রোশ
badol,বাদল
মিত্র,মিত্র
shamaneno,সামান্য
ছাঠয়া,ছায়া
যটুক্ত,যুক্ত
boi,বই
khela,খেলা
sohmoy,সময়
uncht,উঁচু
কাল,কাল
shodnha,সন্ধ্যা
সাদা,সাদা
সঙ্গত,সঙ্গীত
সমাজ,সমাজ
কড়া,কড়া
গোলা,গোলা
শান্ত,শান্ত
কিছথ,কিছু
লক্ষ্য,লক্ষ্য
bishwash,বিশ্বাস
sohbuj,সবুজ
চড়া,চওড়া
map,মাপ
hshompurno,সম্পূর্ণ
ধুপ,ধুপ
keono,কোনো
মাটি,মাটি
বজি্ঞান,বিজ্ঞান
pobihro,পবিত্র
তাজা,তাজা
chhawa,ছায়া
সুখ,সুখ
shighro,শীঘ্র
হাসিব,হাসি
জ্ঞান,জ্ঞান
pata,পাতলা
lokri,লকড়ি
dwsr,দ্বার
গাল,গোল
ডাল,ডাল
নব,বন
সূর্য,সূর্য
bdheja,ভেজা
কল,কলম
minit,মিনিট
উপহার,উপহার
gashi,হাসি
শুঞনো,শুকনো
রাখ,রাখ
গ্অীষ্ম,গ্রীষ্ম
পরবর্ীত,পরবর্তী
সঠিক,সঠিক
shhgor,সাগর
এখানে,এখানে
োগল,গোল
pathor,পাথর
বিস্তার,বিস্তার
srot,স্রোত
kht,খেত
kon,কোণ
বই,বই
শদক্তিশালী,শক্তিশালী
আকাশ,আকাশ
jongol,জঙ্গল
boshonto,বসন্ত
kolpona,কল্পনা
উথেল,উথলে
diboyh,দিবস
mitro,মিত্র
gonnho,গন্ধ
স্মপর্ক,সম্পর্ক
স্থান,স্থান
আগে,আগে
চার,চার
bikash,বিকাশ
গাধন,গান
কানে,কাছে
nir,নীর
নালাহ,নালা
shckno,শুকনো
চমক,চমক
বর্ষা,বর্ষা
kot,কত
jubok,যুবক
বিভ্যা,বিদ্যা
কালো,কালো
al,ডাল
্্বার,দ্বার
tal,তাল
shotto,সত্য
ভুল,ভুল
কাছাকাবছি,কাছাকাছি
আধুনিক,আধুনিক
শে,শেষ
adhunik,আধুনিক
mbon,মন
shiksh,শিক্ষা
shighor,শীঘ্র
গন,গগন
রঙ,রঙ
moydfn,ময়দান
সুরজ,সুরজ
সাফ্,সাফ
pore,পরে
সগুন্ধ,সুগন্ধ
shesh,শেষ
okhane,ওখানে
দু্রবল,দুর্বল
নবী,নবীন
ছদা,ছাদ
dhuu,ধুপ
shuknno,শুকনো
mishro,মিশ্র
aj,আজ
সউামান্য,সামান্য
hbobishyot,ভবিষ্যত
kom,কম
srijon,সৃজন
কলম,কলম
সভবজি,সবজি
ghati,ঘাটি
ঠান্ধক,ঠান্ডক
dwur,দূর
ano,আলো
ontun,নতুন
ordho,অর্ধ
রাত,রাত
গোলীা,গোলা
akasn,আকাশ
ondee,নদী
onno,অন্ন
দিইন,দিন
অংশ,অংশ
কাঁটা,কাঁটা
shajshljja,সাজসজ্জা
াতই,তাই
jahl,ঝাল
কুয়া,কুয়া
deri,দেরি
jubo,যুবক
বরো্ষা,বর্ষা
mjjh,মাঝ
khals,খালি
ted,টেড়
চাদঁ,চাঁদ
ুল,ভুল
uccho,উচ্চ
সচকাল,সকাল
গ্রহ,গ্রহ
kolo,কলম
ভাষা,ভাষা
গে,আগে
bhul,ভুল
besih,বেশি
তাপ,তাপ
rtap,তাপ
upbon,উপবন
পবি্তর,পবিত্র
সংখ্যা,সংখ্যা
balb,বাল্ব
গছা,গাছ
শান্তি,শান্তি
kono,কোনো
সংকোচন,সংকোচন
pakh,পাখা
holu,হলুদ
দিশা,দিশা
দান,দান
নিচ,নিচ
hsima,সীমা
ধ্বনি,ধ্বনি
chagr,চার
porobonti,পরবর্তী
dhara,ধারা
nroom,নরম
nobin,নবীন
মঘ,মেঘ
gip,দীপ
ছবি,ছবি
shokto,শক্ত
সজ,সব
meg,মেঘ
ক্ষেত্র,ক্ষেত্র
কিনরা,কিনারা
njiche,নীচে
bhalo,ভালো
ekhn,এখন
ধণী,ধরণী
ej,তেজ
utphole,উথলে
তাই,তাই
kintu,কিন্তু
tukro,টুকরো
বী,বীজ
বিজয়,বিজয়
rongfin,রঙিন
বশেি,বেশি
age,আগে
shanto,শান্ত
ীধর,ধীর
বিশ্বাস,বিশ্বাস
bortoman,বর্তমান
পুোর,পুরো
sinri,সিঁড়ি
অ্ধ,অর্ধ
moja,মজা
miniw,মিনিট
মলিন,মিলন
chhaya,ছায়া
বঋদল,বাদল
লকডূি,লকড়ি
dhue,ঢেউ
bhark,ভারী
shjaf,সাফ
রঙিন,রঙিন
shoktishali,শক্তিশালী
শীতল,শীতল
shotihk,সঠিক
ঘাস,ঘাস
ogkhane,ওখানে
orsh,রোশ
khusihi,খুশি
kiron,কিরণ
মল্বা,লম্বা
অা,বা
বল,বল
bul,ভুল
উত্সহা,উত্সাহ
prokash,প্রকাশ
কে,কেন
আজ,আজ
নদী,নদী
dhornoi,ধরণী
কোনো,কোনো
nal,নালা
osha,আশা
thandok,ঠান্ডক
পূ্ণ,পূর্ণ
mosa,মজা
প্েরম,প্রেম
তালা,তালা
shoctto,সত্য
udor,উপর
বিৃ্যুৎ,বিদ্যুৎ
তেষ,তেজ
সত্য,সত্য
খেত,খেত
বালু,বালু
ধৈৃ্য,ধৈর্য
shurjo,সূর্য
শুরু,শুরু
হলুদ,হলুদ
shongksa,সংখ্যা
চওড়া,চওড়া
kapor,কাপড়
rup,রূপ
cphand,চাঁদ
যুবক,যুবক
শীত,শীত
জ্ঞন,জ্ঞান
pahad,পাহাড়
বন,বন
গণভীর,গভীর
nongar,নোংরা
পক্ষ,পক্ষ
shonkochonu,সংকোচন
paogoti,প্রগতি
মন,মন
ওিক,ওদিক
nondo,আনন্দ
া,না
দৃশ্য,দৃশ্য
shongt,সঙ্গীত
এদিক,এদিক
ঠইান্ডা,ঠান্ডা
ধো়া,ধোয়া
পথ,পথ
বিকশা,বিকাশ
নরঘম,নরম
gdroho,গ্রহ
moun,মৌন
dharm,ধারা
bimay,বিমান
স্রোত,স্রোত
koli,কলি
গন্ধ,গন্ধ
unccho,উচ্চ
সহযোগ,সহযোগ
ভূোগল,ভূগোল
যন্ত্র,যন্ত্র
তি,তিন
়িশা,দিশা
kintm,কিন্তু
grishsho,দৃশ্য
gorom,গরম
ছায়া,ছায়া
মশনিট,মিনিট
brishit,বৃষ্টি
swot,স্রোত
rfp,রূপ
kaogj,কাগজ
shath,সাথ
inr,নীর
সল্থান,স্থান
মাঝ,মাঝ
এতুন,নতুন
সঝ্বর,স্বর
আকশা,আকাশ
কাছাকাছি,কাছাকাছি
েদরি,দেরি
উচ্যচ,উচ্চ
al,তাল
shadihn,স্বাধীন
bam,বাম
nichu,নিচু
শিক্ষা,শিক্ষা
কা,কাল
kaol,কালো
kohbor,খবর
sshadishtho,স্বাদিষ্ট
বিন্দু,বিন্দু
ঢেউ,ঢেউ
িচঠি,চিঠি
pul,পুল
ke,কে
shukno,শুকনো
বিস্তকর,বিস্তার
মোাট,মোটা
ij,বীজ
পুরতান,পুরাতন
সুগন্ধ,সুগন্ধ
মিত্রাত,মিত্রতা
pl,পুল
ঞ্রকার,প্রকার
পুরনো,পুরনো
alo,আলো
মুদ্র,সমুদ্র
ঝরনা,ঝরনা
ধালো,ভালো
mtun,মৌন
norom,নরম
ফসল,ফসল
odnhokar,অন্ধকার
ছীল,নীল
ibdya,বিদ্যা
purono,পুরনো
ondhokar,অন্ধকার
অর্থ,অর্থ
শ্রঅণ,শ্রবণ
তাোা,তারা
সবসময়,সবসময়
ত্রিকোণ,ত্রিকোণ
ojhn,ওজন
গমাহট,গরমাহট
mon,মন
shugondho,সুগন্ধ
গরমাহট,গরমাহট
akash,আকাশ
ঠান্ডা,ঠান্ডা
kuya,কুয়া
sraf,সাফ
ধরণী,ধরণী
এখানি,এখানে
khoj,খোজ
onpho,অন্ধ
বিকাশ,বিকাশ
dijn,দিন
সৃনজ,সৃজন
sheba,সেবা
সম্পর্ক,সম্পর্ক
poriboreon,পরিবর্তন
প্রয়াস,প্রয়াস
তাল,তাল
সব,সব
puohar,উপহার
ওদিক,ওদিক
হাঋলকা,হালকা
সখম,সম
আলাদা,আলাদা
hash,ঘাস
shm,সম
ti,তিন
sthan,স্থান
সদা,সাদা
beshi,বেশি
choto,ছোট
barm,বাম
শানখ্ত,শান্ত
morubhumi,মরুভূমি
jor,যোড়
দীপ,দীপ
shamne,সামনে
hkon,ক্ষণ
nobikorn,নবীকরণ
pata,পাতা
স্বাধীঋ,স্বাধীন
চমকিলা,চমকিলা
dhoirjo,ধৈর্য
রস,রস
বছদর,বছর
ah,আর
kothay,কোথায়
shagor,সাগর
এস্থির,স্থির
চক্র,চক্র
jod,যদি
sohbji,সবজি
patd,পাতা
নালা,নালা
সংকচোন,সংকোচন
kache,কাছে
tshukh,সুখ
কুয়াত,কুয়া
পাখন,পাখা
dhwoni,ধ্বনি
চাবি,চাবি
কিন্তু,কিন্তু
নাচ,নাচ
পাখা,পাখা
golrom,গরম
duhlo,ধুলো
ni,নীল
কিরণ,কিরণ
shoptah,সপ্তাহ
bdhed,ভেদ
kapro,কাপড়
নবীকরণ,নবীকরণ
kboj,খোজ
বায়ু,বায়ু
purp,পুরো
tihash,ইতিহাস
স্বর,স্বর
gshotto,সত্য
janala,জানালা
উলে,উথলে
puro,পুরো
gohir,গভীর
kal,কাল
jonggol,জঙ্গল
কাছে,কাছে
gobhri,গভীর
নী্ে,নীচে
কয়লা,কয়লা
ati,তাই
ভবিষ্যতষ,ভবিষ্যত
আশা,আশা
khir,ধীর
ুগণ,গুণ
prem,প্রেম
edik,এদিক
oore,পরে
মান,সমান
kora,কড়া
বাল্ব,বাল্ব
কখনোথ,কখনো
স্থির,স্থির
বাইরে,বাইরে
লঁতা,লতা
নপনতা,নোনতা
সেত,সেতু
khet,খেত
asha,আশা
bhabona,ভাবনা
ছো,ছোট
gach,গাছ
সাহায্য,সাহায্য
পডরিবার,পরিবার
trikn,ত্রিকোণ
khusui,খুশি
বসন্ত,বসন্ত
ki,কী
me,মেঘ
স্বাদ,স্বাদ
দপ,দীপ
soja,সোজা
gogon,গগন
সড়ক,সড়ক
ঝাল,ঝাল
ক্ষণ,ক্ষণ
shondha,সন্ধ্যা
ঞল,ফল
বাগান,বাগান
bhugol,ভূগোল
kyola,কয়লা
bhjea,ভেজা
bigyan,বিজ্ঞান
মোটা,মোটা
knoo,কোনো
shoman,সমান
bpistar,বিস্তার
proyash,প্রয়াস
অন্ন,অন্ন
লমীবা,লম্বা
উথলে,উথলে
দৃশড্য,দৃশ্য
shopth,সপ্তাহ
bjoy,বিজয়
ruja,উর্জা
প্রগতি,প্রগতি
lombi,লম্বাই
খালি,খালি
গরম,গরম
shudnor,সুন্দর
ফল,ফল
unchu,উঁচু
gonitr,গণিত
হাস্য,হাস্য
ঢযন্ত্র,যন্ত্র
drishsho,দৃশ্য
hochhor,বছর
shahosh,সাহস
chogra,চওড়া
khatta,খাট্টা
বরো্গ,বর্গ
hrod,হ্রদ
পুরো,পুরো
পাহাড়,পাহাড়
দ্রুত,দ্রুত
dish,দিশা
কম,কম
ঢেূউ,ঢেউ
ভূগোল,ভূগোল
nach,নাচ
বেঘশি,বেশি
kdela,খেলা
shahitlo,সাহিত্য
ঠান্ডক,ঠান্ডক
sirni,সিঁড়ি
দরজা,দরজা
ghonta,ঘন্টা
inchu,নিচু
ekhon,এখন
dokkho,লক্ষ্য
chabi,চাবি
ta,তাল
ঠান্ডঘা,ঠান্ডা
lomba,লম্বা
notun,নতুন
dhulo,ধুলো
upohar,উপহার
rumal,রুমাল
kolli,কলি
মো,মোম
deyal,দেয়াল
গতি,গতি
