input,target
ਮਸ,ਮਾਸ
ਸਮੁੰਦਰ,ਸਮੁੰਦਰ
nahin,ਨਹੀਂ
ਸਹਿਯਗੋ,ਸਹਿਯੋਗ
kona,ਕੋਨਾ
ਸੰਕੁਚਨ,ਸੰਕੁਚਨ
ਉਪਹਾਰ,ਉਪਹਾਰ
garb,ਗਰੀਬ
bhed,ਭੇਦ
hara,ਹਰਾ
matra,ਮਾਤਰਾ
ਸ਼ੀਤਲ,ਸ਼ੀਤਲ
kitthe,ਕਿੱਥੇ
uthli,ਉਥਲੀ
jadon,ਜਦੋਂ
ਗੋਲਾ,ਗੋਲਾ
jhth,ਝੂਠ
attar,ਪੱਤਰ
utthe,ਉੱਥੇ
lahir,ਲਹਿਰ
ਦਨ,ਦਿਨ
ਗਰਭਾਹਟ,ਗਰਮਾਹਟ
dna,ਦਾਨ
gun,ਗੁਣ
tarmi,ਗਰਮੀ
rangin,ਰੰਗੀਨ
adda,ਵੱਡਾ
ਪਵਨ,ਪਾਵਨ
dr,ਦੇਰ
ojra,ਜੋੜਾ
ਪਰਿਵਰਤਨ,ਪਰਿਵਰਤਨ
ਸਮੇ,ਸਮੇ
dal,ਡਾਲ
bhavnav,ਭਾਵਨਾ
ਹੰਸੀ,ਹੰਸੀ
gyan,ਗਿਆਨ
sukkra,ਸੁੱਕਾ
ਊਹੀਂ,ਨਹੀਂ
ata,ਲਤਾ
ਸਭ,ਸਭ
anand,ਆਨੰਦ
drishti,ਦ੍ਰਿਸ਼ਟਿ
chha,ਛੱਤ
asan,ਆਸਾਨ
lift,ਲਿਫਟ
ਉਂਚੀ,ਉਂਚੀ
ਹਲਚਲ,ਹਲਚਲ
uthla,ਉਥਲਾ
ਘੰਟਾ,ਘੰਟਾ
chaudaig,ਚੌੜਾਈ
drish,ਦ੍ਰਿਸ਼
ਦੜਾਨ,ਦਾਨ
ਚਾਰ,ਚਾਰ
ਭਵਿਸ਼,ਭਵਿਸ਼
mitar,ਮਿੱਤਰ
ਹਲਕਘਾ,ਹਲਕਾ
graam,ਗਰਮ
jver,ਸਵੇਰ
hasi,ਹੰਸੀ
ਦੂਰਜ,ਸੂਰਜ
naemkin,ਨਮਕੀਨ
min,ਮਿੰਟ
dui,ਦੂਰ
pahar,ਪਹਾੜ
ਢਿਰ,ਫਿਰ
ਵਰਖ,ਵਰਖਾ
varsh,ਵਰਸ਼
adhunik,ਆਧੁਨਿਕ
duphir,ਦੁਪਹਿਰ
ਧੈਰਯ,ਧੈਰਯ
sikhiaj,ਸਿੱਖਿਆ
uhsa,ਉਸ਼ਾ
ਗਣਚਿਤ,ਗਣਿਤ
nshin,ਨਹੀਂ
ਨੀਚੇ,ਨੀਚੇ
chaya,ਛਾਇਆ
rekha,ਰੇਖਾ
dan,ਦਾਨ
gola,ਗੋਲਾ
ਨੇੜੇ,ਨੇੜੇ
nihca,ਨੀਚਾ
ਮਿੰਟ,ਮਿੰਟ
banhut,ਬਹੁਤ
ਸੁੱਾਕ,ਸੁੱਕਾ
seva,ਸੇਵਾ
srijan,ਸ੍ਰਿਜਨ
ipchla,ਪਿਛਲਾ
ਸਵੇਰ,ਸਵੇਰ
ਸਹਾਇ,ਸਹਾਇ
gahira,ਗਹਿਰਾ
anat,ਅਨੰਤ
ਸੰਸਕ੍ਰਿੰਤਿ,ਸੰਸਕ੍ਰਿਤਿ
gend,ਗੇਂਦ
duri,ਦੂਰੀ
ਸਡਮਾਜ,ਸਮਾਜ
nadi,ਨਦੀ
hava,ਹਵਾ
baad,ਬਾਅਦ
ਕਨਿਾਰਾ,ਕਿਨਾਰਾ
ਧਰਤੀ,ਧਰਤੀ
ਸਾ਼ਮ,ਸ਼ਾਮ
tukda,ਟੁੱਕੜਾ
ਜੋੜਤਾ,ਜੋੜਾ
ਪਿੱਛੇ,ਪਿੱਛੇ
gati,ਗਤੀ
pahilan,ਪਹਿਲਾਂ
urja,ਊਰਜਾ
svaasth,ਸਵਾਸਥ
diavr,ਦੀਵਾਰ
ਫਸਲ,ਫਸਲ
ਲੰਬਾਈ,ਲੰਬਾਈ
kaun,ਕੌਣ
puran,ਪੂਰਨ
samnudar,ਸਮੁੰਦਰ
ਨੀਲਾ,ਨੀਲਾ
talb,ਤਾਲ
mlitha,ਮੀਠਾ
zspasht,ਸਪਸ਼ਟ
਼ਤੇ,ਅਤੇ
prachin,ਪ੍ਰਾਚੀਨ
ij,ਬੀਜ
ਨਾਚ,ਨਾਚ
ਆਕਾ,ਆਕਾਰ
vichar,ਵਿਚਾਰ
ਕੋਈ,ਕੋਈ
ਆਨੰਦ,ਆਨੰਦ
gti,ਗਤੀ
sunda,ਸੁੰਦਰ
gram,ਗਰਮ
isri,ਸੀੜੀ
sakuchan,ਸੰਕੁਚਨ
ਣਸਥਿਰ,ਸਥਿਰ
pryas,ਪ੍ਰਯਾਸ
ਹਿੱਸਾ,ਹਿੱਸਾ
ਝਰਨਚ,ਝਰਨਾ
mo,ਮੋਮ
ਪ੍ਰਗੀ,ਪ੍ਰਗਤੀ
khirsi,ਖਿੜਕੀ
ਸੁਗੰਧ,ਸੁਗੰਧ
ਉਚਈਾ,ਉਚਾਈ
clag,ਅਲਗ
jora,ਜੋੜਾ
ਲਤਾ,ਲਤਾ
ਠੰਡਾ,ਠੰਡਾ
vajan,ਵਜਨ
ਵਜਨ,ਵਜਨ
dsada,ਸਾਦਾ
ਅਮੀ,ਅਮੀਰ
garib,ਗਰੀਬ
nir,ਨੀਰ
ਾਰਗ,ਮਾਰਗ
ਇਰਵਾਜਾ,ਦਰਵਾਜਾ
spbrsh,ਸਪਰਸ਼
ਸਮਾ,ਸਮਾਨ
dhairy,ਧੈਰਯ
ਕਿਨਾਰਾ,ਕਿਨਾਰਾ
adnar,ਅੰਦਰ
rle,ਰੇਲ
aip,ਦੀਪ
ਕੱਥੇ,ਕਿੱਥੇ
ਕੋਇਲਾ,ਕੋਇਲਾ
ਕਿਸੇ,ਕਿਸੇ
ਰਠੰਗ,ਰੰਗ
ਜੋਤੀ,ਜੋਤੀ
ਮਿਲਿੁਆ,ਮਿਲਿਆ
ਗਰਮ,ਗਰਮ
srt,ਸ੍ਰੋਤ
idhra,ਇਧਰ
uduri,ਦੂਰੀ
vikas,ਵਿਕਾਸ
ਸ,ਰਸ
ਚੌੜਾਈ,ਚੌੜਾਈ
ਸਥਿਤਿ,ਸਥਿਤਿ
gol,ਗੋਲਾ
aphilan,ਪਹਿਲਾਂ
ਪਰਿਵਰਢਨ,ਪਰਿਵਰਤਨ
ਕੌਣ,ਕੌਣ
pase,ਪਾਸੇ
sahit,ਸਾਹਿਤ
ਸਪਤਾ,ਸਪਤਾਹ
ਰਪਿਵਾਰ,ਪਰਿਵਾਰ
chand,ਚੰਦ
ਦਿਸਾ,ਦਿਸ਼ਾ
ਬਸੰਤ,ਬਸੰਤ
kade,ਕਦੇ
ਬਾਇਾਂ,ਬਾਇਾਂ
ਭਾਰਭ,ਭਾਰੀ
spasht,ਸਪਸ਼ਟ
utsah,ਉਤਸਾਹ
ਉੱਪਰ,ਉੱਪਰ
ਗੀਬ,ਗਰੀਬ
ਕੱਉਂ,ਕਿਉਂ
ਮਕਾ,ਮਜਾ
ਸਮਾਚਾਰ,ਸਮਾਚਾਰ
ਗੋਲ,ਗੋਲ
chana,ਚੰਗਾ
ਮਿੰਯ,ਮਿੰਟ
itihsa,ਇਤਿਹਾਸ
mdshin,ਮਸ਼ੀਨ
ਗਹਿਰੀ,ਗਹਿਰੀ
ਮਟੈਦਾਨੀ,ਮੈਦਾਨੀ
ਨਵਪਂ,ਨਵਾਂ
teajs,ਤੇਜਸ
pahr,ਪਹਾੜ
ਤਦੋਂ,ਤਦੋਂ
milan,ਮਿਲਨ
ਾਗ,ਬਾਗ
ludh,ਬੁੱਧ
javan,ਜਵਾਨ
ਈਭ,ਸਭ
utsahk,ਉਤਸਾਹ
ਮਿਲਨ,ਮਿਲਨ
ਬੀਣ,ਬੀਜ
at,ਅਤੇ
tirk,ਤ੍ਰਿਕ
ਪ੍ਰਾਚਨ,ਪ੍ਰਾਚੀਨ
bharia,ਭਰਿਆ
vzjan,ਵਜਨ
ਖੱਟਾ,ਖੱਟਾ
sada,ਸਾਦਾ
ਸ਼ਕਥਤਿ,ਸ਼ਕਤਿ
ਵਿਵਿਧ,ਵਿਵਿਧ
ਤਾਰਾ,ਤਾਰਾ
ka,ਕਮ
ਤ੍ਿਰਕ,ਤ੍ਰਿਕ
ਛੋੀਟ,ਛੋਟੀ
ਖੜਿਕੀ,ਖਿੜਕੀ
ਸੰਸਕ੍ਰਿਤਿ,ਸੰਸਕ੍ਰਿਤਿ
ਵਨ,ਵਨ
ਪਿੱਛੀ,ਪਿੱਛੇ
pyni,ਪਾਣੀ
ਅਧਿਕਾਰ,ਅਧਿਕਾਰ
ਲਬਬ,ਬਲਬ
asa,ਆਸਾ
ਪ੍ਰਕਾਸ਼,ਪ੍ਰਕਾਸ਼
khatta,ਖੱਟਾ
akand,ਆਨੰਦ
ਠਡੰ,ਠੰਡ
ਚਿਤਰ,ਚਿਤਰ
ਰਹਸ਼,ਹਰਸ਼
koi,ਕੋਈ
ਭਵਿ਼,ਭਵਿਸ਼
ਹਲਕਾ,ਹਲਕਾ
sabji,ਸਬਜੀ
dhiry,ਧੈਰਯ
ਮਟੋਾ,ਮੋਟਾ
ਕਪੜਾ,ਕਪੜਾ
ਸੁਗੰ,ਸੁਗੰਧ
vanspati,ਵਨਸਪਤਿ
ਗਮਰ,ਗਰਮ
ਾਚੰਗਾ,ਚੰਗਾ
hun,ਹੁਣ
ਬਰਬਰ,ਬਰਾਬਰ
garmi,ਗਰਮੀ
bhavna,ਭਾਵਨਾ
ashit,ਸਾਹਿਤ
dhlrti,ਧਰਤੀ
ਗਹਿਅਰਾ,ਗਹਿਰਾ
ਮੱ,ਮੱਧ
ਲੰਬਈ,ਲੰਬਾਈ
ਬਅਾਦ,ਬਾਅਦ
ਤਾਪ,ਤਾਪ
mietarta,ਮਿੱਤਰਤਾ
ik,ਕੀ
sahast,ਸਾਹਸ
ਬਲਬ,ਬਲਬ
ਂੀਮਾ,ਸੀਮਾ
ੰਗੀਤ,ਸੰਗੀਤ
kal,ਕਾਲ
ਪਧੌਾ,ਪੌਧਾ
bahri,ਭਾਰੀ
kanat,ਕੰਟਾ
dhuan,ਧੂੰਆ
ਅਨਾਜ,ਅਨਾਜ
ਸਮਾਜ,ਸਮਾਜ
ਏਕਤਾ,ਏਕਤਾ
ਨੀਚੀ,ਨੀਚੀ
ਵਿਮਾਨ,ਵਿਮਾਨ
chamkila,ਚਮਕੀਲਾ
ਪੀਲਾ,ਪੀਲਾ
ਸਲਿਾ,ਸਿਲਾ
prkar,ਪ੍ਰਕਾਰ
ਘਾਹ,ਘਾਹ
ਸਵਾਦਿਸ਼ਟ,ਸਵਾਦਿਸ਼ਟ
ਚਿਰਤ,ਚਿਤਰ
ras,ਰਸ
chitar,ਚਿਤਰ
mom,ਮੋਮ
ਊਾਖ,ਰਾਖ
ਛੋਟੀ,ਛੋਟੀ
maun,ਮੌਨ
laag,ਅਲਗ
ਕੀ,ਕੀ
ਸੈਰ,ਸੈਰ
chmakila,ਚਮਕੀਲਾ
vistar,ਵਿਸਤਾਰ
sahyog,ਸਹਿਯੋਗ
sahij,ਸਹਿਜ
kala,ਕਲਾ
kiven,ਕਿਵੇਂ
ਸਚ,ਸੱਚ
ਜਦੋਂ,ਜਦੋਂ
ਇੱੇ,ਇੱਥੇ
dhup,ਧੂਪ
fasad,ਫਸਲ
uhn,ਹੁਣ
ila,ਸਿਲਾ
ਾਵਨਾ,ਭਾਵਨਾ
murti,ਮੂਰਤੀ
ਕਿਤਾਬਾਂ,ਕਿਤਾਬਾਂ
ਕੋਨਾ,ਕੋਨਾ
pila,ਪੀਲਾ
ਬਾਹਰ,ਬਾਹਰ
gahiar,ਗਹਿਰਾ
uthl,ਉਥਲੀ
ekatar,ਏਕਤਾ
ਸ੍ਰੋਤ,ਸ੍ਰੋਤ
ਪੱਤਾ,ਪੱਤਾ
ਦੂਰੀ,ਦੂਰੀ
ਪਹਾੜਆ,ਪਹਾੜੀ
ਸਵਰ,ਸਵਰ
uham,ਸ਼ਾਮ
kadon,ਕਦੋਂ
ਚਕੱਰ,ਚੱਕਰ
ਅੰਧ,ਅੰਧ
amun,ਮੌਨ
ਜੜਕ,ਜੜ
ਸਾਥ,ਸਾਥ
ਦੁਹਪਿਰ,ਦੁਪਹਿਰ
nicha,ਨੀਚਾ
harsh,ਹਰਸ਼
bhd,ਭੇਦ
ਖੁਂਸ਼ੀ,ਖੁਸ਼ੀ
ਬੀਜ,ਬੀਜ
khoj,ਖੋਜ
ਪ੍ਰਗਤੀ,ਪ੍ਰਗਤੀ
ਪੂਾ,ਪੂਰਾ
traf,ਤਰਫ
ਭਲੰਮਾ,ਲੰਮਾ
ਪਾਸੇਚ,ਪਾਸੇ
dhraa,ਧਾਰਾ
ਥਉਲੀ,ਉਥਲੀ
bindu,ਬਿੰਦੂ
basdal,ਬੱਦਲ
ਨਵਾਚਾਰ,ਨਵਾਚਾਰ
msurti,ਮੂਰਤੀ
ਮਸਰਤੀ,ਮੂਰਤੀ
ਕੜਾ,ਕੜਾ
ਧੀਮਾ,ਧੀਮਾ
