input,target
ಂಅಗಡಿ,ಅಂಗಡಿ
ಪರ್ವತ,ಪರ್ವತ
ಮೇಮಜು,ಮೇಜು
ಶಕ್ತೂಿ,ಶಕ್ತಿ
ರಾೌಿ,ರಾಣಿ
chat,ಚಾರ್ಟ್
nakshe,ನಕ್ಷೆ
ಶೈಲಿ,ಶೈಲಿ
tanai,ತಂಗಿ
ಆಸನ,ಆಸನ
ರಷಾ್ಟ್ರ,ರಾಷ್ಟ್ರ
nagra,ನಗರ
ಪ್ಯಾಣ,ಪ್ರಯಾಣ
ಹಣ್ು,ಹಣ್ಣು
malika,ಮಾಲೀಕ
priti,ಪ್ರೀತಿ
hvinyasa,ವಿನ್ಯಾಸ
barfa,ಬರ್ಫ
ಧ್ವನಿ,ಧ್ವನಿ
ಸಮೀಕ್ಷೆ,ಸಮೀಕ್ಷೆ
sarovara,ಸರೋವರ
ratri,ರಾತ್ರಿ
ata,ಆಟ
shu,ಶೂ
udoda,ಉದ್ದ
ಠೇಹ,ದೇಹ
rahya,ರಾಜ್ಯ
ಚಂದ್ರ,ಚಂದ್ರ
ಬೆಳಧವಣಿಗೆ,ಬೆಳವಣಿಗೆ
nyayalaya,ನ್ಯಾಯಾಲಯ
ಕೋರ್ಸ್,ಕೋರ್ಸ್
ಆದೇಶ,ಆದೇಶ
ಇಳಿಜಾರು,ಇಳಿಜಾರು
ಹಸ್ತಕಲೆ,ಹಸ್ತಕಲೆ
ಸದಸ್ಯ,ಸದಸ್ಯ
pratibhe,ಪ್ರತಿಭೆ
atitih,ಅತಿಥಿ
anitma,ಅಂತಿಮ
rati,ರಾತ್ರಿ
ಪ್ರಶಾಸ,ಪ್ರವಾಸ
ritu,ಋತು
hakki,ಹಕ್ಕಿ
ಚಪ್ಪಂದ,ಒಪ್ಪಂದ
ರಾ,ರಾಜ
ಮಾರ್ಗದರ್ಶಿ,ಮಾರ್ಗದರ್ಶಿ
hotel,ಹೋಟೆಲ್
virharane,ವಿಚಾರಣೆ
ಅನುದಾನ,ಅನುದಾನ
ಸೇವೆ,ಸೇವೆ
bdi,ಬದಿ
utoara,ಉತ್ತರ
ಪ್ಯಾನಲ್,ಪ್ಯಾನಲ್
ಶಲಾೆ,ಶಾಲೆ
ಹಕ್ಕಿ,ಹಕ್ಕಿ
ಸಮಯ,ಸಮಯ
ಅನುಪಾಟತ,ಅನುಪಾತ
ಕಾದಂಬರಿ,ಕಾದಂಬರಿ
sansgha,ಸಂಘ
shbda,ಶಬ್ದ
rajya,ರಾಜ್ಯ
ಬರಫ್,ಬರ್ಫ
dvipa,ದ್ವೀಪ
samilshe,ಸಮೀಕ್ಷೆ
ritua,ಋತು
ರಾಷ್ಟ್ರ,ರಾಷ್ಟ್ರ
ಶಕ್ತಿ,ಶಕ್ತಿ
sahkti,ಶಕ್ತಿ
ಚಸಿತ್ರ,ಚಿತ್ರ
ವಳುವು,ವಳುವು
ಶಾಂತಿ,ಶಾಂತಿ
ಹೋಟಲೆ್,ಹೋಟೆಲ್
bsite,ಸೈಟ್
pparti,ಪಾರ್ಟಿ
ಎಲೆ,ಎಲೆ
yojane,ಯೋಜನೆ
gucutu,ಗುರುತು
ಮೀಲು,ಮೀನು
stock,ಸ್ಟಾಕ್
gaidyara,ಗಡಿಯಾರ
jivana,ಜೀವನ
ಕೇಸ್ಯ,ಕೇಸ್
ರೈಲು,ರೈಲು
hastakale,ಹಸ್ತಕಲೆ
anchu,ಅಂಚು
mukha,ಮುಖ
ತೀರ್ಷಿಕೆ,ಶೀರ್ಷಿಕೆ
ಧಂಟೆ,ಗಂಟೆ
ಅಂಕ,ಅಂಕ
ಫಲಿವತಾಂಶ,ಫಲಿತಾಂಶ
jaga,ಜಾಗ
ನೆಯಲ,ನೆಲ
munkha,ಮುಖ
ಕ್ರೀಡೆ,ಕ್ರೀಡೆ
varadi,ವರದಿ
parvata,ಪರ್ವತ
ಆಘಘಾತ,ಆಘಾತ
ೊಮುಂಭಾಗ,ಮುಂಭಾಗ
ರೇಡಿಯೋ,ರೇಡಿಯೋ
ಗಂಟೆ,ಗಂಟೆ
ಶಿಬಿರ,ಶಿಬಿರ
bahumana,ಬಹುಮಾನ
aua,ಆಳ
aedsha,ಆದೇಶ
jenu,ಜೇನು
ೆಾಗ,ಭಾಗ
karadi,ಕರಡಿ
ashe,ಆಶೆ
vishranti,ವಿಶ್ರಾಂತಿ
ಗುುರತು,ಗುರುತು
ಚಿ್ನೆ,ಚಿಹ್ನೆ
lekhaka,ಲೇಖಕ
mekkejola,ಮೆಕ್ಕೆಜೋಳ
ಆಸ,ಆಸನ
ಮಗರ್ಗ,ಮಾರ್ಗ
rtei,ರೇತಿ
ಕಾಗದ,ಕಾಗದ
ಬೆಳಗ್ಗೆ,ಬೆಳಗ್ಗೆ
ಲೇಖಕ,ಲೇಖಕ
ahdagu,ಹಡಗು
sthala,ಸ್ಥಳ
ಮರ,ಮರ
ನುಗ,ನಗು
gaju,ಗಾಜು
bhaga,ಭಾಗ
koduge,ಕೊಡುಗೆ
ಧಾನಯ್,ಧಾನ್ಯ
ihibira,ಶಿಬಿರ
aa,ಆಟ
pravritti,ಪ್ರವೃತ್ತಿ
utab,ಊಟ
ವರಿದ,ವರದಿ
ಬ,ಬಲ
chakra,ಚಕ್ರ
akasha,ಆಕಾಶ
ಾಯಿ,ಬಾಯಿ
ಕಾರ್ಡ್,ಕಾರ್ಡ್
ಮಾರ್ಚ್,ಮಾರ್ಚ್
ವ್ಯಕ್ಲತಿ,ವ್ಯಕ್ತಿ
caitra,ಚಿತ್ರ
ಕಚ್ರ,ಚಕ್ರ
ivmana,ವಿಮಾನ
kshetrg,ಕ್ಷೇತ್ರ
hemhme,ಹೆಮ್ಮೆ
ele,ಬೆಳೆ
varrga,ವರ್ಗ
donb,ದೋಣಿ
crand,ಬ್ರ್ಯಾಂಡ್
anka,ಅಂಕ
kacheri,ಕಚೇರಿ
ಘಕಟ,ಘಟಕ
ಗಾಲ್ಫ್,ಗಾಲ್ಫ್
jinoke,ಜಿಂಕೆ
ಜವ್ಾಲೆ,ಜ್ವಾಲೆ
binud,ಬಿಂದು
dnudu,ದುಂಡು
ವರ್ಗ,ವರ್ಗ
kelvsa,ಕೆಲಸ
cane,ಮನೆ
bannah,ಬಣ್ಣ
ಬೆಳೆ,ಬೆಳೆ
pravesa,ಪ್ರವಾಸ
bord,ಬೋರ್ಡ್
belavanige,ಬೆಳವಣಿಗೆ
ಶಾಬಂತಿ,ಶಾಂತಿ
uppu,ಉಪ್ಪು
ತಂಡ,ತಂಡ
ಎಲೇೆ,ಎಲೆ
ಮಅೂಲ,ಮೂಲ
ಚಪೈಲಟ್,ಪೈಲಟ್
mal,ಮಳೆ
besige,ಬೇಸಿಗೆ
siddhanta,ಸಿದ್ಧಾಂತ
ಪೈಲಟ್,ಪೈಲಟ್
satya,ಸತ್ಯ
chaligala,ಚಳಿಗಾಲ
adaya,ಆದಾಯ
ಉಮದ್ಯಾನ,ಉದ್ಯಾನ
ಮನಸ್ಸು,ಮನಸ್ಸು
ನೀತಿ,ನೀತಿ
snehita,ಸ್ನೇಹಿತ
raja,ರಾಜ
ಚಂಡಮಾರುತ,ಚಂಡಮಾರುತ
ರಾಜ್ಯ,ರಾಜ್ಯ
ಗೋಪುರ,ಗೋಪುರ
hsale,ಶಾಲೆ
tatte,ತಟ್ಟೆ
surya,ಸೂರ್ಯ
ತಲೆೊ,ತಲೆ
ಮಿತಋಿ,ಮಿತಿ
railu,ರೈಲು
ವ್ಯಕ್ತಿ,ವ್ಯಕ್ತಿ
ಆಘಾತ,ಆಘಾತ
radesha,ಪ್ರದೇಶ
vecchja,ವೆಚ್ಚ
ಷಟ,ಊಟ
ಸದಸ್ಡಯ,ಸದಸ್ಯ
ಮಘೇ,ಮೇಘ
shirshlke,ಶೀರ್ಷಿಕೆ
ಆಶೆ,ಆಶೆ
ಕೆಲಸೇ,ಕೆಲಸ
gali,ಗಾಳಿ
mail,ಮೇಲ್
nra,ನರ
ವ್ಯಾಾಪರ,ವ್ಯಾಪಾರ
ೈಂತ,ಹಂತ
dvaar,ದ್ವಾರ
ಆಟ,ಆಟ
ಗುಂಪು,ಗುಂಪು
ಿಗ್ನಲ್,ಸಿಗ್ನಲ್
ನಿದ್ರೆ,ನಿದ್ರೆ
ನಂಪಿಕೆ,ನಂಬಿಕೆ
ಮಟ್ಣು,ಮಣ್ಣು
ಬಿಂದು,ಬಿಂದು
hadnta,ಹಂತ
ಚೆಂಡು,ಚೆಂಡು
prakrii,ಪ್ರಕೃತಿ
ಮಸ್ಯೆ,ಸಮಸ್ಯೆ
useh,ಉಷೆ
hoten,ಹೋಟೆಲ್
niti,ನೀತಿ
ಗಂಂಟೆ,ಗಂಟೆ
amrga,ಮಾರ್ಗ
ಕವಫು,ಕವಲು
guri,ಗುರಿ
bele,ಬೆಲೆ
bagilu,ಬಾಗಿಲು
shaonti,ಶಾಂತಿ
indriya,ಇಂದ್ರಿಯ
nyayadhishd,ನ್ಯಾಯಾಧೀಶ
ಮಳೆ,ಮಳೆ
ಅಂತದಮ,ಅಂತಿಮ
reti,ರೇತಿ
march,ಮಾರ್ಚ್
ಂಬಡೆ,ಬಂಡೆ
ಅನುಪಾತ,ಅನುಪಾತ
saaya,ಸಮಯ
prayatna,ಪ್ರಯತ್ನ
ಗಡಿಯಾರ,ಗಡಿಯಾರ
ani,ರಾಣಿ
ಬ್ರ್ಯಾಂಡ್,ಬ್ರ್ಯಾಂಡ್
lotar,ಮೋಟರ್
ಭೂಮಿ,ಭೂಮಿ
ಸಮುದರ,ಸಮುದ್ರ
nurs,ನರ್ಸ್
ಕ್ಾರೀಡೆ,ಕ್ರೀಡೆ
bindu,ಬಿಂದು
nagadpu,ನಗದು
badalavane,ಬದಲಾವಣೆ
vra,ವಾರ
uktumba,ಕುಟುಂಬ
ಭಯ,ಭಯ
rediyo,ರೇಡಿಯೋ
hduma,ಧೂಮ
ಗುಿರ,ಗುರಿ
ೇರತಿ,ರೇತಿ
kuri,ಕುರಿ
ತಿಂಗಳು,ತಿಂಗಳು
oppandh,ಒಪ್ಪಂದ
bandaru,ಬಂದರು
ಯಂದ್ಯ,ಪಂದ್ಯ
ೈವಿಚಾರಣೆ,ವಿಚಾರಣೆ
ಪ್ರಮಾಣ,ಪ್ರಮಾಣ
byand,ಬ್ಯಾಂಡ್
seve,ಸೇವೆ
ಧೂಮ,ಧೂಮ
ವೇವ,ವೇಗ
valuvu,ವಳುವು
ಬೆಳವಣಿಗೆ,ಬೆಳವಣಿಗೆ
ayke,ಆಯ್ಕೆ
ಸರಣೃ,ಸರಣಿ
gumpu,ಗುಂಪು
pramukh,ಪ್ರಮುಖ
gadiyara,ಗಡಿಯಾರ
shirshike,ಶೀರ್ಷಿಕೆ
nimisha,ನಿಮಿಷ
ಪಕರ,ಪದರ
panal,ಪ್ಯಾನಲ್
ಸಾಗರ,ಸಾಗರ
ಪಾರ್ಟಿ,ಪಾರ್ಟಿ
ಮೋಟಾ್,ಮೋಟರ್
ಕೇಕ್,ಕೇಕ್
kadambari,ಕಾದಂಬರಿ
ಚಿಹ್ನೆ,ಚಿಹ್ನೆ
ಉದಠ್ದ,ಉದ್ದ
kshetra,ಕ್ಷೇತ್ರ
tundu,ತುಂಡು
ಸಿಬ್ಬಂದಿ,ಸಿಬ್ಬಂದಿ
bred,ಬ್ರೆಡ್
ಪ್ರವೃತ್ತಿ,ಪ್ರವೃತ್ತಿ
ೆಚ್ಚ,ವೆಚ್ಚ
bheti,ಭೇಟಿ
vyakti,ವ್ಯಕ್ತಿ
kuku,ಉಕ್ಕು
ಶಆೆ,ಆಶೆ
ಗೋಪತುರ,ಗೋಪುರ
ರಾಜ,ರಾಜ
hvani,ಧ್ವನಿ
ahaa,ಆಹಾರ
ಸತಯ,ಸತ್ಯ
adesha,ಆದೇಶ
ಸಂಗೀತಷ,ಸಂಗೀತ
ಕೆಲಸ,ಕೆಲಸ
vyapraa,ವ್ಯಾಪಾರ
ಗಾಿಳ,ಗಾಳಿ
ಕಷೆ,ಉಷೆ
ಪ್ರೀತಿ,ಪ್ರೀತಿ
ರಸ,ರಸ
ಹಾೆಳ,ಹಾಳೆ
ಚಕ್ರ,ಚಕ್ರ
ಉಪಪ್ು,ಉಪ್ಪು
ನಿಮಿಷ,ನಿಮಿಷ
shabda,ಶಬ್ದ
ುಮಖ,ಮುಖ
course,ಕೋರ್ಸ್
ಉಕ್ಕ,ಉಕ್ಕು
kallu,ಕಲ್ಲು
ಕವಲು,ಕವಲು
ದ್ಷಿಣ,ದಕ್ಷಿಣ
ಘೃಶ್ಯ,ದೃಶ್ಯ
ವಿನ್ಠಯಾಸ,ವಿನ್ಯಾಸ
pramukha,ಪ್ರಮುಖ
vishaya,ವಿಷಯ
mane,ಮನೆ
yajane,ಯೋಜನೆ
upakarana,ಉಪಕರಣ
malia,ಮಾಲೀಕ
pohaka,ಪೋಷಕ
ಹರಿವು,ಹರಿವು
udupu,ಉಡುಪು
utpannm,ಉತ್ಪನ್ನ
ವೀಇಿಯೋ,ವೀಡಿಯೋ
krishi,ಕೃಷಿ
ಜಾಬ,ಜಾಗ
ಬಾಣ,ಬಾಣ
ಕನಸು,ಕನಸು
ktthe,ಕಥೆ
ದ್ವೀಪ,ದ್ವೀಪ
ಚಾಕು,ಚಾಕು
bhatta,ಭತ್ತ
ನ್ನಾಯಾಧೀಶ,ನ್ಯಾಯಾಧೀಶ
pirti,ಪ್ರೀತಿ
್ಧವನಿ,ಧ್ವನಿ
ki,ಕೀ
nsitya,ನೃತ್ಯ
ನ್ಷತ್ರ,ನಕ್ಷತ್ರ
ಮರಣ,ಮರಣ
cttu,ಒಟ್ಟು
ಮಧ್ಯಾಹ್ನ,ಮಧ್ಯಾಹ್ನ
ರೇಖೆ,ರೇಖೆ
maruktate,ಮಾರುಕಟ್ಟೆ
hbumi,ಭೂಮಿ
sagara,ಸಾಗರ
ಬೇಡಿಕೆ,ಬೇಡಿಕೆ
vyavasthe,ವ್ಯವಸ್ಥೆ
uta,ಊಟ
ವಾರ,ವಾರ
ಚಿತರ,ಚಿತ್ರ
ವಿಷು,ವಿಷಯ
ಪಠ್ಯ,ಪಠ್ಯ
ಸಮ,ಸಮಯ
signsl,ಸಿಗ್ನಲ್
ಅಂಚೇ,ಅಂಚು
ಸೈಟ್,ಸೈಟ್
ಜ್ವಾಲೆ,ಜ್ವಾಲೆ
hindifugi,ಹಿಂದಿರುಗಿ
signal,ಸಿಗ್ನಲ್
ಪುಲ,ಪುಟ
ನಕತು,ನಕಲು
ನಿಧದ್ರೆ,ನಿದ್ರೆ
ಭೂಮಭ,ಭೂಮಿ
ಉದ್ಯಾನ,ಉದ್ಯಾನ
ಬೇಸಿಗೆ,ಬೇಸಿಗೆ
ರಾಣಿ,ರಾಣಿ
ಉಗೌಿ,ಉಗಿ
ಥೆ,ಕಥೆ
banadaru,ಬಂದರು
ನವಿಮಾನ,ವಿಮಾನ
ಥಕೃಷಿ,ಕೃಷಿ
ಉತ್ತರ,ಉತ್ತರ
indeiya,ಇಂದ್ರಿಯ
yavuana,ಯೌವನ
samikshe,ಸಮೀಕ್ಷೆ
ವೇಗ,ವೇಗ
dvara,ದ್ವಾರ
ಅ್ಧಯಯನ,ಅಧ್ಯಯನ
vinyasa,ವಿನ್ಯಾಸ
pudstaka,ಪುಸ್ತಕ
prayana,ಪ್ರಯಾಣ
ಪರೀಕ್ಷೆ,ಪರೀಕ್ಷೆ
ಕೀ,ಕೀ
igijaru,ಇಳಿಜಾರು
daaya,ಆದಾಯ
ಕ್ಲಬ್ೂ,ಕ್ಲಬ್
anudana,ಅನುದಾನ
benki,ಬೆಂಕಿ
ಸೈಟ,ಸೈಟ್
kalpane,ಕಲ್ಪನೆ
adhyayana,ಅಧ್ಯಯನ
ವಿಶ್ವಾಸ,ವಿಶ್ವಾಸ
ahara,ಆಹಾರ
ನ್ಯಾಯಾಧೀಶ,ನ್ಯಾಯಾಧೀಶ
samaya,ಸಮಯ
kaushalya,ಕೌಶಲ್ಯ
ವಷಿಯ,ವಿಷಯ
sadasya,ಸದಸ್ಯ
bpathya,ಪಠ್ಯ
ರ,ಮರ
meghal,ಮೇಘ
ಪ್ರಾರಂಭ,ಪ್ರಾರಂಭ
ಪಋಸ್ಟ್,ಪೋಸ್ಟ್
ಚೇನಚಿತ್ರ,ಚಲನಚಿತ್ರ
ಮೇಲ್,ಮೇಲ್
prashaysti,ಪ್ರಶಸ್ತಿ
hcihne,ಚಿಹ್ನೆ
ದೃಷ್ಟಖ,ದೃಷ್ಟಿ
pravasa,ಪ್ರವಾಸ
nidpre,ನಿದ್ರೆ
ಪ್ರಲೀತಿ,ಪ್ರೀತಿ
ಜಜೀವನ,ಜೀವನ
puta,ಪುಟ
ruva,ರೂಪ
ಪ್ರಶಸ್ತಿ,ಪ್ರಶಸ್ತಿ
ಸತ್ಯ,ಸತ್ಯ
ಬೆಟ್,ಬೆಟ್ಟ
ayek,ಆಯ್ಕೆ
magra,ಮಾರ್ಗ
psund,ಪೌಂಡ್
ಳಆ,ಆಳ
ಇಂ್ದರಿಯ,ಇಂದ್ರಿಯ
ಮಂ,ಮಂಚ
nyyalaya,ನ್ಯಾಯಾಲಯ
jatma,ಜನ್ಮ
ಕುರಿ,ಕುರಿ
ವಿನ್ಯಾಸ,ವಿನ್ಯಾಸ
kamijl,ಕಮೀಜು
jinke,ಜಿಂಕೆ
ದೂವಾರ,ದ್ವಾರ
vicharane,ವಿಚಾರಣೆ
ಪುಟ,ಪುಟ
ಪಟ್ಟಿ,ಪಟ್ಟಿ
ಚಟಾಕು,ಚಾಕು
bagpilu,ಬಾಗಿಲು
ವಿಶ್ವ,ವಿಶ್ವ
chaligall,ಚಳಿಗಾಲ
hsaili,ಶೈಲಿ
padai,ಪಾದ
vega,ವೇಗ
ೂಶ,ಶೂ
ಭತ್ಧ,ಭತ್ತ
klalu,ಕಲ್ಲು
ಕನ,ಕೋನ
frailu,ರೈಲು
ಹೆಮ್ಮಗೆ,ಹೆಮ್ಮೆ
ಮಿತಿ,ಮಿತಿ
ಸೇಖು,ಸೇಬು
golf,ಗಾಲ್ಫ್
ವಇಲಯ,ವಲಯ
sebu,ಸೇಬು
ಬಚರ್ಡ್,ಬೋರ್ಡ್
ತು,ಋತು
ಗುಪಂು,ಗುಂಪು
ಬೇಡಿಲೆ,ಬೇಡಿಕೆ
vsthala,ಸ್ಥಳ
ryasa,ರಸ
madari,ಮಾದರಿ
ಪ್ರವಾಸ,ಪ್ರವಾಸ
mtii,ಮಿತಿ
manchsa,ಮಂಚ
ದೃಷ್ಟ,ದೃಷ್ಟಿ
niru,ನೀರು
medulu,ಮೆದುಳು
adhyadyana,ಅಧ್ಯಯನ
ಸಂಗೀತ,ಸಂಗೀತ
ತಪ್ರ,ಪತ್ರ
ಸ್ಥಳ,ಸ್ಥಳ
ಬೆಳಕು,ಬೆಳಕು
cuse,ಕೇಸ್
brged,ಬ್ರೆಡ್
vyapti,ವ್ಯಾಪ್ತಿ
ಪಾರೇ್ಟಿ,ಪಾರ್ಟಿ
ಸೇವೆೈ,ಸೇವೆ
ಆಕಾಶ,ಆಕಾಶ
kartavya,ಕರ್ತವ್ಯ
pathya,ಪಠ್ಯ
karad,ಕರಡಿ
sarvajanika,ಸಾರ್ವಜನಿಕ
nakshatra,ನಕ್ಷತ್ರ
ಗಾಜು,ಗಾಜು
ಧ್ವನಋ,ಧ್ವನಿ
sarapani,ಸರಪಣಿ
hullu,ಹುಲ್ಲು
ಒಪ್ಪೂದ,ಒಪ್ಪಂದ
ಕಾರಣ,ಕಾರಣ
ಟಿ್ಪಣಿ,ಟಿಪ್ಪಣಿ
ಬದಅಿ,ಬದಿ
hall,ಹಾಲ್
ರೂಪ,ರೂಪ
kagada,ಕಾಗದ
nela,ನೆಲ
ಂಕ,ಅಂಕ
gasu,ಗಾಜು
ವಸ್ತು,ವಸ್ತು
ಮೇಘ,ಮೇಘ
dhvani,ಧ್ವನಿ
ಮನಣೆ,ಮನೆ
kutumba,ಕುಟುಂಬ
kitki,ಕಿಟಕಿ
yhvani,ಧ್ವನಿ
ಪ್ರಾರಂಋ,ಪ್ರಾರಂಭ
sibitu,ಸಾಬೀತು
meu,ಮೇಜು
katae,ಕಥೆ
ಬರ್ಫ,ಬರ್ಫ
vishva,ವಿಶ್ವ
ಣ,ಹಣ
ವಸಂತ,ವಸಂತ
ಕೋನ,ಕೋನ
ಪ್ರದೇಶ,ಪ್ರದೇಶ
ಉದ್ದ,ಉದ್ದ
ವ್ಸತು,ವಸ್ತು
ೆಕಲಸ,ಕೆಲಸ
asnaa,ಆಸನ
tarnga,ತರಂಗ
ಸ್ನೇಹಿತ,ಸ್ನೇಹಿತ
pithc,ಪಿಚ್
ರಕಡಿ,ಕರಡಿ
vishvj,ವಿಶ್ವ
ushe,ಉಷೆ
anudnaa,ಅನುದಾನ
ಸ್ಟಾಕ್,ಸ್ಟಾಕ್
pradesha,ಪ್ರದೇಶ
megha,ಮೇಘ
ಸೇಬ್ಬಂದಿ,ಸಿಬ್ಬಂದಿ
hasakale,ಹಸ್ತಕಲೆ
ಆೋರಗ್ಯ,ಆರೋಗ್ಯ
ಅಬೇಸ್,ಬೇಸ್
ಪ್ರಮಖು,ಪ್ರಮುಖ
ಶೂ,ಶೂ
ಮೆದುಳ,ಮೆದುಳು
ಮುಚ್ಚನುಗ,ಮುಚ್ಚುಗ
ಊಟ,ಊಟ
ಕೇಕೂ್,ಕೇಕ್
panak,ಪ್ಯಾನಲ್
ಚೌಕಟ್ಟು,ಚೌಕಟ್ಟು
